Africa	Afriko
Grindavík	Grindavík
Thailandezi	Tajoj
Sonnenberg-Winnenberg	Sonnenberg-Winnenberg
Saint-Junien	Saint-Junien
Ancemont	Ancemont
Urghenci	Urgenĉo
Lautenbach	Lautenbach
Robinia	Robinio
Tremă	Tremao
Ammeldingen an der Our	Ammeldingen an der Our
Trepanație	Trepanado
Ammeldingen bei Neuerburg	Ammeldingen bei Neuerburg
Crispendorf	Crispendorf
Teldau	Teldau
Ammerbuch	Ammerbuch
Ratshausen	Ratshausen
Ammerndorf	Ammerndorf
Mantel	Mantel (Supra Palatinato)
Ammersbek	Ammersbek
Regiunea Caprivi	Caprivi-regiono
Borland Pascal	Turbo Pascal
Kamloops	Kamloops (Brita Kolumbio)
Macaé	Macaé
Ammerthal	Ammerthal
Kreypau	Kreypau
Doză	Dozo
Filip Dimitrov	Filip Dimitrov
Hoppstädten-Weiersbach	Hoppstädten-Weiersbach
Oberoppurg	Oberoppurg
Carcans	Carcans
Monedele euro grecești	Grekaj eŭro-moneroj
Insurecția poloneză din Ianuarie	Januara Ribelo
Grabow (am Fläming)	Grabow (apud Fläming)
Wolpertswende	Wolpertswende
Revoluția Maghiară din 1848	Hungara revolucio de 1848
Conjunctiv	Subjunktivo
Chytridiomycota	Chytridiomycota
Uaboe	Uaboe
Amok	Amoko
Masacrul de la Liceul Columbine	Masakro de Columbine
Lectoure	Lectoure
Rift	Rifto
Arie protejată	Protektitaj areoj
Amor Prohibido	Amor Prohibido
Amorbach	Amorbach
Pirotehnie	Pirotekniko
Amorinópolis	Amorinópolis
Manifest Destiny	Evidenta destino
Daltă	Ĉizilo
Dietă	Dieto (nutrado)
Dama cu hermină	Damo kun ermeno
Beaumont-en-Verdunois	Beaumont-en-Verdunois
Kolkwitz	Kolkwitz
Sainte-Maure-de-Touraine	Sainte-Maure-de-Touraine
Etica Nicomahică	Etiko al Nikomako
Uniunea Euroasiatică	Eŭrazia Unio
Rochdale	Rochdale
Tipulide	Tipoledoj
Tczew	Tczew
Relație de ordine	Partordo
Amfibrah	Amfibrako
Amphictyon	Amfiktiono
Regiunea Namangan	Provinco Namangano
Universitatea Pontificală Laterană	Pontifika Laterana Universitato
Valahi	Vlakoj
Drebsdorf	Drebsdorf
Guvernoratul Raymah	Provinco Rajma
Todesfelde	Todesfelde
Guvernoratul Helwan	Provinco Helŭan
District federal	Federacia Distrikto
Județul Klaipėda	Distrikto Klaipėda
Niutao	Niutao
World Digital Library	Monda Retbiblioteko
Vaca Heck	Hek-bovo
Menaldumadeel	Menaldumadeel
Vensac	Vensac
Berner Oberland	Berna Oberlando
Cressat	Cressat
Diptic	Diptiko
Președintele Austriei	Prezidanto de Aŭstrujo
Sassenburg	Sassenburg
Biserica Ortodoxă Cehă și Slovacă	Ĉeĥa-Slovaka Ortodoksa Eklezio
Oțel de Damasc	Damaska ŝtalo
Sarandsch	Zaranĝ
Mornans	Mornans
Félines-sur-Rimandoule	Félines-sur-Rimandoule
Westerlo	Westerlo
Caudry	Caudry
Țările de Jos (regiune)	Malaltaj Landoj
Moinești	Moinești
Qeqqata	Qeqqata
Kalbach	Kalbach
Cosne-Cours-sur-Loire	Cosne-Cours-sur-Loire
Mortagne-au-Perche	Mortagne-au-Perche
Meno Burg	Meno Burg
Mercurial	Mercurial
Anemoi	Anemoj
Call centru bazat pe protocoale IP	Vokocentro
Lashkar Gah	Laŝkar Gah
Kirchgellersen	Kirchgellersen
Roquefort-sur-Soulzon	Roquefort-sur-Soulzon
Nogent-sur-Seine	Nogent-sur-Seine
Château-Renault	Château-Renault
Gerstengrund	Gerstengrund
Pădurea Atlantică	Atlantikaj arbaroj
Budenbach	Budenbach
Concursul Muzical Eurovision Junior 2008	Junulara Eŭrovido-Kantokonkurso 2008
Pol-e Khomri	Pul-i Ĥomri
Bačka Palanka	Bačka Palanka
Cantalup	Kantalupo
Taloqan	Talokan
Patiserie	Bakaĵo
Parti Istiqlal	Istiqlal
Bompensiere	Bompensiere
Butera, Sicilia	Butera
Amputare	Amputo
Campofranco	Campofranco
Delia, Sicilia	Delia
Magdeburgerforth	Magdeburgerforth
Școtă	Ŝkoto
Oberwambach	Oberwambach
Marianopoli	Marianopoli
Mazzarino	Mazzarino
Montedoro	Montedoro
Mussomeli	Mussomeli
Niscemi	Niscemi
Resuttano	Resuttano
Riesi	Riesi
Federația Ecvestră Internațională	Internacia Rajdada Federacio
Leptictidium	Leptiksido
Pipotă	Maĉstomako
Dansul ploii	Pluvdancado
San Cataldo, Sicilia	San Cataldo
Santa Caterina Villarmosa	Santa Caterina Villarmosa
Serradifalco	Serradifalco
Sommatino	Sommatino
Sutera	Sutera
Vallelunga Pratameno	Vallelunga Pratameno
Villalba, Sicilia	Villalba (Italio)
Mecanică hamiltoniană	Hamiltona mekaniko
Amsdorf	Amsdorf
Mszczonów	Mszczonów
Kiskunfélegyháza	Kiskunfélegyháza
Rungis	Rungis
Kenitra	Kenitro
Asigurare de moarte	Double Indemnity
Tesla Motors	Tesla Motors
Croke Park	Croke Park/Páirc an Chrócaigh
Belpasso	Belpasso
Biancavilla	Biancavilla
Soulac-sur-Mer	Soulac-sur-Mer
Bronte, Sicilia	Bronte
Calatabiano	Calatabiano
Caltagirone	Caltagirone
Camporotondo Etneo	Camporotondo Etneo
Castel di Iudica	Castel di Judica
Răspunsul cazacilor zaporojeni	La zaporoĵaj kozakoj skribas leteron al la turka sultano
Castiglione di Sicilia	Castiglione di Sicilia
Fiumefreddo di Sicilia	Fiumefreddo di Sicilia
Coritiba Foot Ball Club	Coritiba Foot Ball Club
Giarre	Giarre
Grammichele	Grammichele
Gravina di Catania	Gravina di Catania
Licodia Eubea	Licodia Eubea
Maletto	Maletto
Maniace	Maniace
Mascali	Mascali
Mascalucia	Mascalucia
Mazzarrone	Mazzarrone
Militello in Val di Catania	Militello in Val di Catania
Listă de comitate din statul Massachusetts	Listo de kantonoj de Masaĉuseco
Milo, Sicilia	Milo (Italio)
Mineo	Mineo
Conceição das Pedras	Conceição das Pedras
Bal	Balo
Ralingen	Ralingen
Tapia, Timiș	Tapia
Vicq-sur-Breuilh	Vicq-sur-Breuilh
Aeroportul Internațional Tan Son Nhat	Flughaveno Tan Son Nhat
Sámsonháza, Nógrád	Sámsonháza
Stanciova, Timiș	Stanciova
Mirabella Imbaccari	Mirabella Imbaccari
Ölbő, Vas	Ölbő
Riobamba	Riobamba
Misterbianco	Misterbianco
2328 Robeson	2328 Robeson
Motta Sant'Anastasia	Motta Sant'Anastasia
Nicolosi	Nicolosi
Palagonia	Palagonia
Paternò	Paternò
Pedara	Pedara
Piedimonte Etneo	Piedimonte Etneo
Raddusa	Raddusa
Ragalna	Ragalna
Ramacca	Ramacca
Campionatul European de Fotbal sub 21	Eŭropa Futbal-Ĉampionado de viraj sub-21-jaruloj
Randazzo	Randazzo
Riposto	Riposto
Criovulcan	Glacia vulkano
Houthalen-Helchteren	Houthalen-Helchteren
Harelbeke	Harelbeke
Amstetten (Württemberg)	Amstetten (Virtembergo)
Kujalleq	Kujalleq
São José dos Pinhais	São José dos Pinhais
San Cono	San Cono
San Giovanni la Punta	San Giovanni la Punta
San Gregorio di Catania	San Gregorio di Catania
San Michele di Ganzaria	San Michele di Ganzaria
San Pietro Clarenza	San Pietro Clarenza
Sant'Agata li Battiati	Sant'Agata li Battiati
Chojnów	Chojnów
Sant'Alfio	Sant'Alfio
Santa Maria di Licodia	Santa Maria di Licodia
Santa Venerina	Santa Venerina
Scordia	Scordia
Trecastagni	Trecastagni
Tremestieri Etneo	Tremestieri Etneo
Valverde, Sicilia	Valverde (CT)
Viagrande	Viagrande
Vizzini	Vizzini
Shinigami	Ŝinigamio
Apalina, Mureș	Apalina
Krásna	Krásna
SV Darmstadt 98	SV Darmstadt 98
Sándor Abday	Sándor Abday
Abda, Győr-Moson-Sopron	Abda
Amt Neuhaus	Amt Neuhaus
Miksa Fenyő	Miksa Fenyő
Abodi Nagy Béla	Béla Abodi Nagy
Abony	Abony
Abrud-Sat, Alba	Abrud-Sat
Amtzell	Amtzell
Marsala	Marsala
Dubnica nad Váhom	Dubnica nad Váhom
Alcamo	Alcamo
Max Dauthendey	Max Dauthendey
Ilava	Ilava
Buseto Palizzolo	Buseto Palizzolo
Calatafimi-Segesta	Calatafimi-Segesta
Campobello di Mazara	Campobello di Mazara
Aldea, Harghita	Aldea
Castellammare del Golfo	Castellammare del Golfo
Castelvetrano	Castelvetrano
Custonaci	Custonaci
Gibellina	Gibellina
Mazara del Vallo	Mazara del Vallo
Paceco	Paceco
Pantelleria	Pantelleria
Partanna	Partanna
Petrosino	Petrosino
Poggioreale	Poggioreale
Amy Adams	Amy Adams
Eibelstadt	Eibelstadt
Salaparuta	Salaparuta
Salemi	Salemi
San Vito Lo Capo	San Vito Lo Capo
Santa Ninfa	Santa Ninfa
Valderice	Valderice
Vita, Sicilia	Vita
Acsa, Pesta	Acsa
Aciuța, Arad	Aciuța
Acsád, Vas	Acsád
Ignác Acsády	Ignác Acsády
György Aczél	György Aczél
János Aczél	János Aczél
Tamás Aczél	Tamás Aczél
Ervin Acél	Ervin Acél
Adalin, Sălaj	Adalin
Al-Zamaḫšarī	Al-Zamakŝario
Dunărea albastră	Valso de la Danubo
Șaria	Ŝario
Provincia Giresun	Provinco Giresun
Provincia Gümüşhane	Provinco Gümüşhane
Yard	Jardo (mezurunuo)
Parașută	Paraŝuto
Provincia Siirt	Provinco Siirt
Provincia Kahramanmaraș	Provinco Kahramanmaraş
Coloană vertebrală	Vertebraro
Bryan Adams	Bryan Adams
Caricatură	Karikaturo
Ferenc Puskás	Ferenc Puskás (futbalisto)
Azeri	Azerioj
Edwin van der Sar	Edwin van der Sar
Depeche Mode	Depeche Mode
Provincia Karaman	Provinco Karaman
Autor	Aŭtoro
Mazurek Dąbrowskiego	Mazurek Dąbrowskiego
Album (muzică)	Muzikalbumo
Gladiator	Gladiatoro
Paris Saint-Germain FC	Paris SG
Raționalism	Raciismo
Robinson Crusoe	Robinsono Kruso
Provincia Eskișehir	Provinco Eskişehir
Provincia Bayburt	Provinco Bayburt
Provincia Elazığ	Provinco Elazığ
Provincia Sivas	Provinco Sivas
Stadion	Stadiono
GIS	Geografia informsistemo
Windows 98	Windows 98
Luís Figo	Luís Figo
Michael Clarke Duncan	Michael Clarke Duncan
Provincia Gaziantep	Provinco Gaziantep
Sîrdaria	Sirdarjo
Provincia Karabük	Provinco Karabük
Provincia Erzincan	Provinco Erzincan
Provincia Kastamonu	Provinco Kastamonu
IT (dezambiguizare)	It
Sting	Sting
KG	Kg
Nowruz- Anul Nou Iranian	Noruzo
Laborator	Laboratorio
Fenomen	Fenomeno
Death metal	Mortmetalo
Unitate atomică de masă	Atommasa unuo
Fontă	Gisfero
Boris Tadić	Boris Tadić
Planoise	Planoise Châteaufarine
León	Leon
Sergio Ramos	Sergio Ramos
Symbian OS	Symbian
Iğdır	Iğdır
Metroul din São Paulo	Metroo en San-Paŭlo
Loreen	Loreen
Gwen Stefani	Gwen Stefani
Steve Wozniak	Steve Wozniak
Giroscop	Giroskopo
Ramones	The Ramones
Cronicile din Narnia	Kronikoj de Narnio
Kimono	Kimono
Fântână	Fontano
Artist	Artisto
Isadora Duncan	Isadora Duncan
Villach	Villach
Walmart	Walmart
Sum 41	Sum 41
Belaruși	Belorusoj
Kde domov můj	Kde domov můj
Districtul Federal Sudic	Suda federacia regiono
Mozilla Thunderbird	Mozilla Thunderbird
Marco van Basten	Marco van Basten
Fier de călcat	Gladilo
Cloud computing	Nuba komputado
Sunnism	Sunaismo
Spectroscopie	Spektroskopio
Ali Abdullah Saleh	Ali Abdula Saleh
Pseudoștiință	Pseŭdoscienco
Yakub Kolas	Jakub Kolas
Manat azer	Azerbajĝana manato
Leucină	Leŭcino
Valină	Valino
Elijah Wood	Elijah Wood
Lucius Cornelius Sulla	Lucio Kornelio Sulao
Rază atomică	Atomradiuso
Copa del Rey	Copa del Rey
The Cranberries	The Cranberries
Shrek	Shrek
Sigur Rós	Sigur Rós
Luka Modrić	Luka Modrić
Gonzalo Higuaín	Gonzalo Higuaín
Echipa națională de fotbal a Turciei	Turka nacia teamo de futbalo
Echipa națională de fotbal a Cehiei	Ĉeĥa nacia teamo de futbalo
Holmestrand	Holmestrand
Windows 2000	Vindozo 2000
Budism tibetan	Tibeta budhismo
Sathya Sai Baba	Sai Baba
Lista lui Schindler (film)	Schindler's List
Comitatul Lewis, Washington	Kantono Lewis (Vaŝingtonio)
Comitatul Stevens, Washington	Kantono Stevens (Vaŝingtonio)
Comitatul Okanogan, Washington	Kantono Okanogan (Vaŝingtonio)
PayPal	PayPal
Eidfjord	Eidfjord
Penticostalism	Pentekosta Kristanismo
Om de zăpadă	Neĝhomo
Comitatul Pacific, Washington	Kantono Pacific (Vaŝingtonio)
William-Adolphe Bouguereau	William Adolphe Bouguereau
Aeronavă fără pilot	Senhoma aviadilo
Comitatul Wahkiakum, Washington	Kantono Wahkiakum (Vaŝingtonio)
Mr. Bean	Mr. Bean
Supercupa Europei	UEFA-superpokalo
Amélie	Le Fabuleux Destin d'Amélie Poulain
Führer	Führer
Ceai verde	Verda teo
Lumen	Lumeno
Autonomie	Aŭtonomeco
Coraciiformes	Koracioformaj birdoj
Mohammed Iqbal	Muhammad Ikbal
Comitatul San Juan, Washington	Kantono San Juan (Vaŝingtonio)
Comitatul Lincoln, Washington	Kantono Lincoln (Vaŝingtonio)
Număr de oxidare	Oksidiĝa nombro
Comitatul Whitman, Washington	Kantono Whitman (Vaŝingtonio)
Comitatul Kitsap, Washington	Kantono Kitsap (Vaŝingtonio)
Imnul Național al Chile	Himno Nacional de Chile
Comunele Franței	Komunumo (Francio)
Districtele federale ale Rusiei	Federaciaj regionoj de Rusio
Karakalpakstan	Karakalpakstano
Drapelul Mozambicului	Flago de Mozambiko
Guru (maestru spiritual)	Guruo
Andrew Carnegie	Andrew Carnegie
Raționament deductiv	Dedukto
Suprafață	Surfaco
Keane	Keane
Metal progresiv	Progresiva metalroko
Anais, Charente-Maritime	Anais (Charente-Maritime)
David Duchovny	David Duchovny
Fábio Coentrão	Fábio Coentrão
Provincia Kırıkkale	Provinco Kırıkkale
Castă	Kasto
Metroul din Almatî	Metroo de Almato
Ansamblul de la Bamian	Budhoj el Bamijan
Coreeni	Koreoj
Turkmeni	Turkmenoj
Aliterație	Aliteracio
Guus Hiddink	Guus Hiddink
Tarja Turunen	Tarja Turunen
Algeciras	Algeciras
Republica Sovietică Socialistă Uzbekă	Uzbeka Soveta Socialisma Respubliko
Prolină	Prolino
Search for Extra-Terrestrial Intelligence	SETI
Istorie naturală	Natura historio
CAPTCHA	CAPTCHA
Christine Lagarde	Christine Lagarde
Primitivele funcțiilor raționale	Listo de integraloj de racionalaj funkcioj
Regiunea Analamanga	Analamanga
Wentworth Miller	Wentworth Miller
Léon (film)	Léon (filmo)
Berkeley, California	Berkeley (Kalifornio)
Imn	Himno
Karagandî	Karagando
San Sebastián de los Reyes	San Sebastián de los Reyes
Filozofia limbajului	Filozofio de lingvo
Luc Besson	Luc Besson
Marbella	Marbella
Troc	Natura interŝanĝo
Comerț electronic	Elektronika komerco
Lutherstadt Eisleben	Eisleben
Director General	Ĉefa afergvida oficisto
Peter Falk	Peter Falk
Erasure	Erasure
Tuf	Tofo
Izoleucină	Izoleŭcino
Louis Saha	Louis Saha
Láchar	Láchar
Colhoz	Kolĥozo
Armură	Kiraso
Provincia Akmola	Provinco Akmola
Provincia Kazahstanul de Nord	Provinco Norda Kazaĥio
Analfabetism	Analfabeteco
Mayhem	Mayhem
Români	Rumanoj
Districtul Federal Nord-Caucazian	Nord-Kaŭkazia federacia regiono
José Carreras	José Carreras
Ann Arbor, Michigan	Ann Arbor (Miĉigano)
Pasadena, California	Pasadena (Kalifornio)
Key West	Key West
Organizația pentru Cooperare de la Shanghai	Ŝanhaja Organizo por Kunlaboro
Billboard (revistă)	Billboard (revuo)
Stord	Stord
Unitățile federative ale Braziliei	Subŝtatoj de Brazilo
Comitatul Spokane, Washington	Kantono Spokane (Vaŝingtonio)
Histidină	Histidino
Leoben	Leoben
Sauda	Sauda
Comitatul Pend Oreille, Washington	Kantono Pend Oreille (Vaŝingtonio)
Comitatul Walla Walla, Washington	Kantono Walla Walla
Provincia Kîzîlorda	Provinco Kizilordo
Ferrol	Ferrol
Bașchiri	Baŝkiroj
Bear Grylls	Bear Grylls
Gothic rock	Gotika muziko
Skinhead	Razkapulo
Provincia Karagandî	Provinco Karagando
Provincia Aktobe	Provinco Aktobe
Cinism	Cinikismo
Șîmkent	Ŝimkento
Radio Europa Liberă	Radio Libera Eŭropo
Enigma (proiect muzical)	Enigma (muzika grupo)
Conjectura lui Goldbach	Konjekto de Goldbach
Miros	Odoro
Rani Mukerji	Rani Mukerji
Anamur	Anamur
Aveiro	Aveiro
Red Hat	Red Hat
Provincia Kostanai	Provinco Kostanajo
Garbage	Garbage
Pepe (fotbalist)	Képler Laveran Lima Ferreira
Glendale, California	Glendale (Kalifornio)
Corleone	Corleone
ICANN	ICANN
Toponimie	Loknomo
Tarkan	Tarkan
Ranua	Ranua
Cronicile din Narnia - Leul, Vrăjitoarea și Dulapul	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (filmo)
Fall Out Boy	Fall Out Boy
Marilyn Manson (formație)	Marilyn Manson (muzika grupo)
Smells Like Teen Spirit	Smells Like Teen Spirit
Provincia Kazahstanul de Vest	Provinco Okcidenta Kazaĥio
Provincia Balkan	Provinco Balkan
Moscheea Profetului din Medina	Moskeo de la Profeto
Theodore Dreiser	Theodore Dreiser
Get Heavy	Get Heavy
Bătălia de la Badr	Batalo de Badro
Provincia Pavlodar	Provinco Pavlodaro
San Bernardino, California	San Bernardino (Kalifornio)
Puzzle mortal (film)	Saw (filmo)
Bossa-nova	Bossa Nova
Pavlodar	Pavlodar
Islamofobie	Islamofobio
Yu Kil-chun	Yu Gil-jun
Fergana	Fergano
Kufstein	Kufstein
Regiunea Ciui	Provinco Ĉuj
Regiunea Narân	Provinco Narin
Castelul Sant'Angelo	Kastelo de Sankta Anĝelo
The Arockalypse	The Arockalypse
Symphonic metal	Simfonia metalroko
Derivă genetică	Genetika derivo
Cedar Rapids, Iowa	Cedar Rapids
Baden, Austria	Baden (Malsupra Aŭstrio)
Evansville, Indiana	Evansville
Kansas City, Kansas	Kansasurbo (Kansaso)
Rochester, Minnesota	Rochester (Minesoto)
Jüterbog	Jüterbog
Alfeld (Leine)	Alfeld (Leine)
Taraz	Taraz
Remagen	Remagen
Verden (Aller)	Verden (Aller)
Dassel	Dassel
Helmstedt	Helmstedt
Eisenberg (Thüringen)	Eisenberg (Turingio)
Bad Gandersheim	Bad Gandersheim
Eisenberg (Pfalz)	Eisenberg (Palatinato)
Manat turkmen	Turkmena manato
Provincia Jambîl	Provinco Ĵambilo
Țestoasa de Galápagos	Galapaga testudo
Andebu	Andebu
Pianist	Pianisto
Aranjuez	Aranjuez
Eisfeld	Eisfeld
South Bend, Indiana	South Bend
Modelare matematică	Matematika modelo
Vaca-Domnului	Ruĝa cimo
Localitate	Setlejo
Implant (medicină)	Enplantaĵo
Salzwedel	Salzwedel
Caucazul Mare	Granda Kaŭkazo
Aschersleben	Aschersleben
Dessau	Dessau
Regiunea Fergana	Provinco Fergano
Reus	Reus
Compton, California	Compton (Kalifornio)
Viktor Țoi	Viktor Coj
Noto	Noto (Italio)
Minot, Dakota de Nord	Minot (Norda Dakoto)
NGC 1300	NGC 1300
Anastigmatism	Anastigmato
NGC 1672	NGC 1672
Mützenich (bei Prüm)	Mützenich
Meiningen	Meiningen
Austenită	Aŭstenito
Monterey, California	Monterey
Marktl	Marktl
Mojito	Mojito
Embarcadero Delphi	Embarcadero Delphi
Provincia Lebap	Lebap
Provincia Daşoguz	Provinco Daşoguz
Provincia Mary	Provinco Mary
Regiunea Issâk-Kul	Provinco Isik-Köl
Klosterneuburg	Klosterneuburg
Regiunea Samarkand	Provinco Samarkando
Regiunea Surhandaria	Provinco Surĥandarjo
Regiunea Sârdaria	Provinco Sirdarjo
Regiunea Kașkadaria	Provinco Kaŝkadarjo
Regiunea Tașkent	Provinco Taŝkento
Transparență	Travideblo
The Monsterican Dream	The Monsterican Dream
.ni	.ni
Andijan	Andiĝono
Alegeri prezidențiale în Franța, 2012	Prezidanta baloto de 2012 en Francio
Dașoguz	Daşoguz (urbo)
Alcobendas	Alcobendas
Türkmenabat	Türkmenabat
Căldură specifică	Masa varmokapacito
Orihuela	Orihuela
Marea hoinăreală	La Grande Vadrouille
Demis Roussos	Demis Roussos
1813 Imhotep	1813 Imhotepo
Osci	Oskoj
Calw	Calw
Milazzo	Milazzo
Industrial (muzică)	Industria muziko
Lista orașelor din Columbia	Listo de urboj de Kolombio
Bad Reichenhall	Bad Reichenhall
Benidorm	Benidormo
525 Adelaide	525 Adelajdo
Antiteză	Antitezo
Olivenza	Olivenza
Salinas, California	Salinas (Kalifornio)
Ontario, California	Ontario (Kalifornio)
Allendorf (Lumda)	Allendorf (Lumda)
Moș Gerilă	Avo Frosto
Fethullah Gülen	Fethullah Gülen
Cantautor	Kantaŭtoro
Lentini	Lentini
Peninsula Iamal	Duoninsulo Jamalo
Alsleben (Saale)	Alsleben (Saale)
Alsfeld	Alsfeld
Provincia Sud-Kivu	Sud-Kivuo
Bad Kissingen	Bad Kissingen
Natalie Imbruglia	Natalie Imbruglia
Altenkirchen (Westerwald)	Altenkirchen (Westerwald)
Obiect (filozofie)	Objekto (filozofio)
Michel Teló	Michel Teló
Căciulă rusească	Uŝanko
Anklam	Anklam
Spijkenisse	Spijkenisse
Baeza	Baeza
Wörth an der Donau	Wörth an der Donau
Teisnach	Teisnach
Neutraubling	Neutraubling
Kollnburg	Kollnburg
Rinchnach	Rinchnach
Neckarsulm	Neckarsulm
Langdorf	Langdorf
Geiersthal	Geiersthal
Lindberg	Lindberg (Bayerischer Wald)
Kvinesdal	Kvinesdal
Hemnes	Hemnes
Benalmádena	Benalmádena
Ali Baba	Ali Babo kaj kvardek rabistoj
Downey, California	Downey (Kalifornio)
Sola	Sola
Bach an der Donau	Bach an der Donau
Banca Europeană pentru Reconstrucție și Dezvoltare	Eŭropa Banko por Rekonstruo kaj Evoluigo
Türkmenbaşî	Türkmenbaşy
Kostanai	Kostanaj
Gotteszell	Gotteszell
Rustam Kasimdzhanov	Rustam Kasimĝanov
Frauenau	Frauenau
Patersdorf	Patersdorf
Regen	Regen (urbo)
Reichertshausen	Reichertshausen
Ruhmannsfelden	Ruhmannsfelden
Slaven Bilić	Slaven Bilić
Brunn (Oberpfalz)	Brunn (Supra Palatinato)
Bernhardswald	Bernhardswald
Barbing	Barbing
Schmalkalden	Schmalkalden
Drachselsried	Drachselsried
Brennberg	Brennberg
Kirchdorf im Wald	Kirchdorf im Wald
Harry Harrison	Harry Harrison
Torrance, California	Torrance
Dos Hermanas	Dos Hermanas
Companie mixtă	Komuna Entrepreno
Oberhof	Oberhof (Turingio)
Hohenwart	Hohenwart
Ilmmünster	Ilmmünster
Palazzolo Acreide	Palazzolo Acreide
Piana degli Albanesi	Piana degli Albanesi
Guvern Mondial	Monda registaro
Santa Cristina Gela	Santa Cristina Gela
Reichertshofen	Reichertshofen
Schweitenkirchen	Schweitenkirchen
Batist	Batisto
Günzburg	Günzburg
Palazzo Adriano	Palazzo Adriano
Fundația Apache	Apaĉa Programaĵa Fondaĵo
Fanatism	Fanatikismo
Șapte minuni ale lumii antice	Sep mirindaĵoj de la antikva mondo
Melk	Melk
Torrejón de Ardoz	Torrejón de Ardoz
Sclafani Bagni	Sclafani Bagni
Isola delle Femmine	Isola delle Femmine
Buscemi	Buscemi
Rosolini	Rosolini
Solarino	Solarino
Santa Marina Salina	Santa Marina Salina
Cassaro	Cassaro
Kokand	Kokando
Nukus	Nukus
Nördlingen	Nördlingen
Breisach am Rhein	Breisach (Rejno)
MasterCard	Mastercard
Avola	Avola
Allstedt	Allstedt
Patti, Sicilia	Patti
Sortino	Sortino
Buccheri	Buccheri
Francofonte	Francofonte
Andaraí	Andaraí
Ratzeburg	Ratzeburg
Lista orașelor din Chile	Listo de urboj de Ĉilio
Andernach	Andernach
Angermünde	Angermünde
Lista orașelor din Burkina Faso	Listo de urboj de Burkino
Remușcare	Pento
Pfakofen	Pfakofen
Pielenhofen	Pielenhofen
Rohrbach (Oberbayern)	Rohrbach (Supra Bavario)
Kallmünz	Kallmünz
Schierling (Oberpfalz)	Schierling (Supra Palatinato)
Tegernheim	Tegernheim
Pfaffenhofen an der Ilm	Pfaffenhofen an der Ilm
Sünching	Sünching
Roccafiorita	Roccafiorita
Motta d'Affermo	Motta d'Affermo
Nebuloasa Flacără	NGC 2024
NGC 891	NGC 891
Andenhausen	Andenhausen
Bloomington, Indiana	Bloomington
Peenemünde	Peenemünde
Portopalo di Capo Passero	Portopalo di Capo Passero
Malfa	Malfa
Priolo Gargallo	Priolo Gargallo
Annaburg	Annaburg
Merì	Merì
Giardini Naxos	Giardini-Naxos
Melilli	Melilli
Reitano	Reitano
Ventura, California	Ventura
Concord, California	Concord (Kalifornio)
Hettenshausen	Hettenshausen
Eutin	Eutin
Hofgeismar	Hofgeismar
Eckernförde	Eckernförde
Rendsburg	Rendsburg
Baar-Ebenhausen	Baar-Ebenhausen
Baza, Granada	Baza (Granada)
Comitatul Bayfield, Wisconsin	Kantono Bayfield
Mezzojuso	Mezzojuso
Strausberg	Strausberg
Comitatul Door, Wisconsin	Kantono Door
Flint, Michigan	Flint
NGC 300	NGC 300
Anderlingen	Anderlingen
Almendralejo	Almendralejo
Arnstadt	Arnstadt
Bad Ems	Bad Ems
Apolda	Apolda
Biloxi, Mississippi	Biloxi
Canicattini Bagni	Canicattini Bagni
Castronovo di Sicilia	Castronovo di Sicilia
Lercara Friddi	Lercara Friddi
San Giuseppe Jato	San Giuseppe Jato
Ventimiglia di Sicilia	Ventimiglia di Sicilia
San Mauro Castelverde	San Mauro Castelverde
Carini	Carini
Santa Flavia	Santa Flavia
Contessa Entellina	Contessa Entellina
Godrano	Godrano
Termini Imerese	Termini Imerese
Trabia	Trabia
Partinico	Partinico
Yao (municipiu)	Jao
Tripi	Tripi
Gallodoro	Gallodoro
Floridia	Floridia
Aufhausen	Aufhausen
Scillato	Scillato
Terrasini	Terrasini
Mongiuffi Melia	Mongiuffi Melia
Misilmeri	Misilmeri
Petralia Soprana	Petralia Soprana
Belmonte Mezzagno	Belmonte Mezzagno
Campofiorito	Campofiorito
Gratteri	Gratteri
Petralia Sottana	Petralia Sottana
Arendsee (Altmark)	Arendsee
Campofelice di Fitalia	Campofelice di Fitalia
Cefalà Diana	Cefalà Diana
Caccamo	Caccamo
Militello Rosmarino	Militello Rosmarino
Bad Rodach	Bad Rodach
Santa Clarita	Santa Clarita
Orange, California	Orange (Kalifornio)
Alimena	Alimena
Ciminna	Ciminna
Mazzarrà Sant'Andrea	Mazzarrà Sant'Andrea
Collesano	Collesano
Kirchberg im Wald	Kirchberg im Wald
Marineo	Marineo
Hemau	Hemau
Caltavuturo	Caltavuturo
Arnbruck	Arnbruck
Lascari	Lascari
Montemaggiore Belsito	Montemaggiore Belsito
Castelbuono	Castelbuono
Santa Domenica Vittoria	Santa Domenica Vittoria
Bischofsmais	Bischofsmais
Raccuja	Raccuja
Trappeto	Trappeto
Bayerisch Eisenstein	Bayerisch Eisenstein
San Filippo del Mela	San Filippo del Mela
Prackenbach	Prackenbach
Böbrach	Böbrach
Bad Wimpfen	Bad Wimpfen
Mintraching	Mintraching
Wolfsegg (Oberpfalz)	Wolfsegg (Supra Palatinato)
Lappersdorf	Lappersdorf
Hagelstadt	Hagelstadt
Camporeale	Camporeale
Baucina	Baucina
Köfering	Köfering
Kitee	Kitee
