非洲	Afriko
模板:TCD	Ŝablono:TCD
模板:PRY	Ŝablono:PAR
模板:ECU	Ŝablono:ECU
模板:BTN	Ŝablono:BTN
模板:MDV	Ŝablono:MDV
模板:SLE	Ŝablono:SLE
模板:LTU	Ŝablono:LTU
模板:SGP	Ŝablono:SIN
模板:IND	Ŝablono:IND
模板:MAC	Ŝablono:MAC
模板:User ar-2	Ŝablono:Vikipediisto ar-2
模板:User fr-0	Ŝablono:Vikipediisto fr-0
分类:User ja-N	Kategorio:Vikipediisto ja-D
分类:用戶名字空間模板	Kategorio:Vikipedio:Ŝablonoj por uzanta paĝo
模板:CHE	Ŝablono:CHE
分类:社会阶层	Kategorio:Sociaj klasoj
分类:印度电影	Kategorio:Barata kino
模板:URL	Ŝablono:URL
模板:Hidden end	Ŝablono:Kaŝskatolo fino
模板:Disambiguation	Ŝablono:Apartigilo
分类:公共交通	Kategorio:Publika transporto
分类:中东	Kategorio:Mezoriento
分类:运动场	Kategorio:Stadionoj
模板:Para	Ŝablono:Parametro
模板:Fb	Ŝablono:Fb
分类:維基百科元模板	Kategorio:Vikipedio:Porŝablonaj ŝablonoj
模板:LAO	Ŝablono:LAO
模板:User zh-min-nan-1	Ŝablono:Vikipediisto zh-min-nan-1
模板:ARE	Ŝablono:ARE
模板:GRC	Ŝablono:GRC
模板:PRT	Ŝablono:PRT
模板:BGD	Ŝablono:BGD
模板:BAR	Ŝablono:BRB
模板:User ksh	Ŝablono:Vikipediisto ksh
模板:AUS	Ŝablono:AUS
模板:CZE	Ŝablono:CZE
模板:AZE	Ŝablono:AZE
模板:Infobox Film	Ŝablono:Informkesto filmo
模板:英文名	Ŝablono:Lang-en
分类:语言标示模板	Kategorio:Ŝablono:Lingvo
分类:甜品	Kategorio:Desertoj
模板:Expand language	Ŝablono:Tradukon
分类:內部鏈接模板	Kategorio:Ŝablono:Internaj ligiloj
模板:KHM	Ŝablono:KHM
模板:NLD	Ŝablono:NLD
模板:KWT	Ŝablono:KUW
模板:辅音	Ŝablono:Konsonantoj
模板:VNM	Ŝablono:VNM
模板:LIE	Ŝablono:LIE
模板:SEN	Ŝablono:SEN
模板:NZL	Ŝablono:NZL
模板:MMR	Ŝablono:MMR
模板:KOR	Ŝablono:KOR
分类:各类电影	Kategorio:Filmoj laŭ ĝenroj
模板:NATO	Ŝablono:NATO
分类:生物	Kategorio:Vivaĵoj
模板:De icon	Ŝablono:De
模板:SVN	Ŝablono:SVN
模板:LBN	Ŝablono:LBN
模板:GUF	Ŝablono:GUF
模板:GGY	Ŝablono:GGY
模板:FRA	Ŝablono:FRA
模板:Infobox Biography	Ŝablono:Informkesto homoj
分类:蒙古	Kategorio:Mongolio
模板:InterWiki	Ŝablono:Vikipedio
分类:泰国个大学	Kategorio:Universitatoj de Tajlando
分类:澳大利亚个报纸	Kategorio:Aŭstraliaj gazetoj
分类:历年个电影	Kategorio:Filmoj laŭ aperdatoj
分类:爱尔兰城市	Kategorio:Urboj de Irlando
模板:Dated maintenance category	Ŝablono:Datita prizorga kategorio
模板:Chem-stub	Ŝablono:Ĝermo-kemio
分类:姊妹计划链接模板	Kategorio:Ŝablono:Vikimedia projekto
模板:User la-1	Ŝablono:Vikipediisto la-1
模板:歐洲行政區劃	Ŝablono:Ŝtatoj en Eŭropo
分类:模板說明文檔	Kategorio:Ŝablono:Dokumentado
分类:泰语	Kategorio:Taja lingvo
分类:User zh-yue	Kategorio:Vikipediisto zh-yue
分类:User sk	Kategorio:Vikipediisto sk
分类:User fr	Kategorio:Vikipediisto fr
分类:User ja	Kategorio:Vikipediisto ja
分类:User la	Kategorio:Vikipediisto la
分类:User fr-3	Kategorio:Vikipediisto fr-3
分类:User fr-2	Kategorio:Vikipediisto fr-2
分类:User ja-2	Kategorio:Vikipediisto ja-2
分类:User la-2	Kategorio:Vikipediisto la-2
分类:User ko-N	Kategorio:Vikipediisto ko-D
分类:User fr-N	Kategorio:Vikipediisto fr-D
分类:User nl-N	Kategorio:Vikipediisto nl-D
分类:User ru-N	Kategorio:Vikipediisto ru-D
分类:政治经济学	Kategorio:Politika ekonomiko
分类:文字	Kategorio:Skribsistemoj
分类:维基百科清理	Kategorio:Polurindaj artikoloj
分类:Template using ParserFunctions	Kategorio:Ŝablonoj uzantaj ParserFunctions
分类:岛	Kategorio:Insuloj
分类:广平省	Kategorio:Provinco Quang Binh
分类:User sk-N	Kategorio:Vikipediisto sk-D
分类:User de	Kategorio:Vikipediisto de
分类:User de-2	Kategorio:Vikipediisto de-2
分类:User de-3	Kategorio:Vikipediisto de-3
分类:User de-4	Kategorio:Vikipediisto de-4
分类:User de-N	Kategorio:Vikipediisto de-D
分类:User en-3	Kategorio:Vikipediisto en-3
分类:User en-N	Kategorio:Vikipediisto en-D
分类:User es	Kategorio:Vikipediisto es
分类:User es-1	Kategorio:Vikipediisto es-1
分类:User es-2	Kategorio:Vikipediisto es-2
分类:User es-N	Kategorio:Vikipediisto es-D
分类:首尔	Kategorio:Seulo
分类:日本模板	Kategorio:Ŝablono:Japanio
模板:User la-3	Ŝablono:Vikipediisto la-3
分类:阿德来得	Kategorio:Adelajdo
分类:法国个公园	Kategorio:Parkoj en Francio
分类:各国个公园	Kategorio:Parkoj laŭ landoj
分类:各国个政治	Kategorio:Politiko laŭ landoj
模板:Multiple image	Ŝablono:Pluraj bildoj
分类:User it	Kategorio:Vikipediisto it
分类:User it-1	Kategorio:Vikipediisto it-1
分类:User ja-1	Kategorio:Vikipediisto ja-1
分类:User ko	Kategorio:Vikipediisto ko
分类:美国州	Kategorio:Usonaj ŝtatoj
分类:User ksh	Kategorio:Vikipediisto ksh
分类:User ksh-N	Kategorio:Vikipediisto ksh-D
分类:User la-1	Kategorio:Vikipediisto la-1
分类:User la-3	Kategorio:Vikipediisto la-3
分类:澳大利亚地理	Kategorio:Geografio de Aŭstralio
分类:维基百科讨论	Kategorio:Vikipedio:Diskutejo
分类:火山	Kategorio:Vulkanoj
模板:NOR	Ŝablono:NOR
分类:天气	Kategorio:Vetero
模板:Information	Ŝablono:Informo por dosiero
分类:日本个县	Kategorio:Gubernioj de Japanio
分类:法国城市	Kategorio:Urboj de Francio
模板:BRA	Ŝablono:BRA
分类:User ru-1	Kategorio:Vikipediisto ru-1
Wikipedia:巴别	Vikipedio:Babelejo
水分子	Ecoj de la akvo
分类:残疾人	Kategorio:Handikapuloj
分类:化学小作品	Kategorio:Ĝermoj pri kemio
分类:各国个军事	Kategorio:Armitaj fortoj laŭ landoj
模板:TUN	Ŝablono:TUN
分类:日本地方	Kategorio:Regionoj de Japanio
分类:海	Kategorio:Maroj
地方政府	Loka administracio
分类:工具书	Kategorio:Referencaj laboroj
分类:计算机科学	Kategorio:Komputiko
分类:User nds	Kategorio:Vikipediisto nds
分类:User nds-1	Kategorio:Vikipediisto nds-1
模板:LUX	Ŝablono:LUX
模板:Red	Ŝablono:Ruĝa
分类:神奈川县	Kategorio:Gubernio Kanagaŭa
分类:福岛县	Kategorio:Gubernio Fukuŝima
分类:广东省	Kategorio:Gŭangdongo
分类:安徽	Kategorio:Anhujo
分类:江西省	Kategorio:Jianĝi
分类:江苏省	Kategorio:Ĝjangsuo
分类:经济	Kategorio:Ekonomio
模板:Title without disambig	Ŝablono:Titolo sen apartigo
分类:饮料	Kategorio:Trinkaĵoj
分类:1980年代出生	Kategorio:Naskiĝintoj en 1980-1989
分类:社会科学	Kategorio:Socia scienco
分类:办拉路斯	Kategorio:Belorusio
分类:中国电影	Kategorio:Ĉina kino
分类:非洲国家	Kategorio:Afrikaj landoj
分类:各国教育	Kategorio:Edukado laŭ landoj
模板:User ru-2	Ŝablono:Vikipediisto ru-2
分类:科幻片	Kategorio:Sciencfikciaj filmoj
模板:Column-width	Ŝablono:Kolumno-larĝo
分类:User ru	Kategorio:Vikipediisto ru
分类:User ru-2	Kategorio:Vikipediisto ru-2
分类:User ru-4	Kategorio:Vikipediisto ru-4
模板:En icon	Ŝablono:En
模板:Lang	Ŝablono:Lang
分类:社会学	Kategorio:Sociologio
模板:IRL	Ŝablono:IRL
分类:1981年出生	Kategorio:Naskiĝintoj en 1981
分类:1986年出生	Kategorio:Naskiĝintoj en 1986
模板:ALB	Ŝablono:ALB
模板:AND	Ŝablono:AND
模板:ARG	Ŝablono:ARG
模板:ARM	Ŝablono:ARM
分类:美国慈善家	Kategorio:Usonaj filantropoj
分类:各国个电影	Kategorio:Kino laŭ lando
Wikipedia:Template sandbox and test cases	Vikipedio:Provejo de ŝablono
分类:人类	Kategorio:Homoj
分类:分類名字空間模板	Kategorio:Ŝablono en la spaco @@@u0026Kategorio"
模板:BDI	Ŝablono:BDI
模板:BAH	Ŝablono:BHS
模板:BLR	Ŝablono:BLR
分类:棋类	Kategorio:Abstraktaj tabulludoj
模板:CIV	Ŝablono:CIV
模板:CRI	Ŝablono:CRI
模板:CHY	Ŝablono:CYP
分类:泰国交通	Kategorio:Transporto en Tajlando
模板:Fr	Ŝablono:Fr
分类:文章	Kategorio:Artikoloj
模板:Ko icon	Ŝablono:Ko
分类:法国铁路	Kategorio:Fervojo en Francio
分类:1951年个电影	Kategorio:Filmoj aperintaj en 1951
分类:女演员	Kategorio:Aktorinoj
分类:佛罗里达州	Kategorio:Florido
模板:EST	Ŝablono:EST
Wikipedia:Lua	Vikipedio:Lua
分类:大規模殺傷性武器	Kategorio:Armiloj de amasa neniigo
模板:QAT	Ŝablono:QAT
模板:RUS	Ŝablono:RUS
模板:AUT	Ŝablono:AUT
模板:History-stub	Ŝablono:Ĝermo-historio
分类:动作片	Kategorio:Agfilmoj
模板:CHL	Ŝablono:CHL
分类:英语电影	Kategorio:Anglalingvaj filmoj
模板:SYR	Ŝablono:SYR
模板:CHN	Ŝablono:CHN
模板:Side box	Ŝablono:Flanka kesto
分类:世界人口	Kategorio:Demografio laŭ landoj
模板:IRQ	Ŝablono:IRQ
分类:法国交通	Kategorio:Transporto en Francio
分类:澳大利亚个湖	Kategorio:Lagoj en Aŭstralio
分类:各国经济	Kategorio:Ekonomio laŭ landoj
分类:韩国政治	Kategorio:Politiko de Sud-Koreio
分类:澳大利亚个政治	Kategorio:Politiko de Aŭstralio
分类:泰国政治	Kategorio:Politiko de Tajlando
分类:越南经济	Kategorio:Ekonomio de Vjetnamio
分类:柬埔寨经济	Kategorio:Ekonomio de Kamboĝo
分类:朝鲜民主主义人民共和国政治	Kategorio:Politiko de Nord-Koreio
分类:泰国经济	Kategorio:Ekonomio de Tajlando
模板:Infobox Language/family-color	Ŝablono:Informkesto lingvo/Koloro
分类:澳大利亚体育运动	Kategorio:Sporto en Aŭstralio
分类:泰国体育	Kategorio:Sporto en Tajlando
分类:河	Kategorio:Riveroj
模板:User ko	Ŝablono:Vikipediisto ko-D
模板:User ru-1	Ŝablono:Vikipediisto ru-1
模板:User zh-1	Ŝablono:Vikipediisto zh-1
模板:User zh-2	Ŝablono:Vikipediisto zh-2
模板:User zh-3	Ŝablono:Vikipediisto zh-3
模板:User zh-4	Ŝablono:Vikipediisto zh-4
分类:韩国交通	Kategorio:Transporto en Sud-Koreio
分类:中国交通	Kategorio:Transporto en Ĉinio
分类:世界各国个博物馆	Kategorio:Muzeoj laŭ landoj
分类:马来西亚经济	Kategorio:Ekonomio de Malajzio
分类:菲律宾模板	Kategorio:Ŝablono:Filipinoj
模板:Multi-listen end	Ŝablono:Aŭskultu fino
分类:澳大利亚个交通	Kategorio:Transporto en Aŭstralio
分类:蘇聯政治家	Kategorio:Politikistoj de Rusio aŭ Sovetunio
分类:泰国教育	Kategorio:Edukado en Tajlando
分类:韩国人	Kategorio:Sudkoreanoj
分类:台湾人	Kategorio:Tajvananoj
分类:菲律宾	Kategorio:Filipinoj
分类:User nl	Kategorio:Vikipediisto nl
分类:User zh-1	Kategorio:Vikipediisto zh-1
分类:User zh-4	Kategorio:Vikipediisto zh-4
分类:User zh-3	Kategorio:Vikipediisto zh-3
分类:User zh-2	Kategorio:Vikipediisto zh-2
分类:泰国国王	Kategorio:Reĝoj de Tajlando
分类:力学	Kategorio:Mekaniko
分类:不丹	Kategorio:Butano
分类:印度模特	Kategorio:Barataj fotomodeloj
分类:印度科学技术	Kategorio:Scienco kaj teknologio en Barato
分类:中国演员	Kategorio:Ĉinaj aktoroj
分类:泰国演员	Kategorio:Tajlandaj aktoroj
分类:电视	Kategorio:Televido
分类:中国诗人	Kategorio:Ĉinaj poetoj
分类:世紀	Kategorio:Jarcentoj
分类:蘇聯外敎官	Kategorio:Sovetiaj diplomatoj
分类:印度演员	Kategorio:Barataj aktoroj
分类:澳大利亚脚踏车运动员	Kategorio:Aŭstraliaj biciklistoj
分类:中国运动员	Kategorio:Ĉinaj sportistoj
分类:海滩	Kategorio:Plaĝoj
分类:柬埔寨人	Kategorio:Kamboĝanoj
分类:泰国政治人物	Kategorio:Tajlandaj politikistoj
分类:泰国人	Kategorio:Tajlandanoj
分类:意大利个湖	Kategorio:Lagoj en Italio
分类:机场	Kategorio:Flughavenoj
分类:日本个机场	Kategorio:Flughavenoj de Japanio
分类:化学元素	Kategorio:Kemiaj elementoj
分类:澳大利亚运动员	Kategorio:Aŭstraliaj sportistoj
分类:澳大利亚总理	Kategorio:Ĉefministroj de Aŭstralio
分类:泰国总理	Kategorio:Ĉefministroj de Tajlando
分类:地理小作品	Kategorio:Ĝermoj pri geografio
分类:朝鲜	Kategorio:Nord-Koreio
分类:柬埔寨	Kategorio:Kamboĝo
分类:澳大利亚人	Kategorio:Aŭstralianoj
分类:中国人	Kategorio:Ĉinoj
分类:韩国演员	Kategorio:Sudkoreaj aktoroj
分类:蘇聯作家	Kategorio:Sovetiaj verkistoj
分类:中国历史	Kategorio:Historio de Ĉinio
分类:不丹国王	Kategorio:Reĝoj de Butano
分类:老挝	Kategorio:Laoso
分类:缅甸	Kategorio:Birmo
分类:台湾	Kategorio:Tajvano
分类:法国演员	Kategorio:Francaj aktoroj
分类:電影模板	Kategorio:Ŝablono:Filmo
分类:爱尔兰模板	Kategorio:Ŝablono:Irlando
分类:伊朗模板	Kategorio:Ŝablono:Irano
分类:英国模板	Kategorio:Ŝablono:Britio
分类:美国模板	Kategorio:Ŝablono:Usono
分类:中国古代朝代	Kategorio:Ĉinaj dinastioj
分类:多語言支援模板	Kategorio:Multlingviloj
分类:法国模板	Kategorio:Ŝablono:Francio
分类:越南模板	Kategorio:Ŝablono:Vjetnamio
分类:加拿大模板	Kategorio:Ŝablono:Kanado
分类:马来西亚模板	Kategorio:Ŝablono:Malajzio
分类:精密模板	Kategorio:Ŝablono:Esoteraj
分类:模板名字空間模板	Kategorio:Ŝablono:Helpa ŝablono
分类:泰国个公司	Kategorio:Tajlandaj firmaoj
分类:出生	Kategorio:Naskiĝintoj laŭ jaroj
分类:法国总统	Kategorio:Prezidantoj de Francio
分类:亚洲历史	Kategorio:Historio de Azio
分类:约旦	Kategorio:Jordanio
分类:大洋洲国家	Kategorio:Oceaniaj landoj
分类:鱼类	Kategorio:Fiŝoj
分类:北京	Kategorio:Pekino
分类:国家足球队	Kategorio:Naciaj teamoj de futbalo
分类:日本关东地方	Kategorio:Kanto
分类:剧情片	Kategorio:Dramaj filmoj
分类:1971年个电影	Kategorio:Filmoj aperintaj en 1971
分类:2003年个电影	Kategorio:Filmoj aperintaj en 2003
分类:1994年个电影	Kategorio:Filmoj aperintaj en 1994
分类:2004年个电影	Kategorio:Filmoj aperintaj en 2004
分类:2005年个电影	Kategorio:Filmoj aperintaj en 2005
分类:2007年个电影	Kategorio:Filmoj aperintaj en 2007
分类:2008年个电影	Kategorio:Filmoj aperintaj en 2008
分类:法国电影	Kategorio:Franca kino
分类:印地语	Kategorio:Hindia lingvo
分类:阿拉伯语	Kategorio:Araba lingvo
分类:印度言话	Kategorio:Lingvoj de Barato
分类:人类学	Kategorio:Antropologio
分类:抗生素	Kategorio:Antibiotikoj
分类:操作系统	Kategorio:Operaciumoj
分类:昆士兰州	Kategorio:Kvinslando
分类:维克多利亚州	Kategorio:Viktorio (Aŭstralio)
分类:电影奖	Kategorio:Kino-premioj
分类:奥斯卡金像奖	Kategorio:Akademia Premio
分类:金球奖	Kategorio:Premio Ora Globo
分类:里昂	Kategorio:Lyon
模板:Incubator	Ŝablono:Inkubejo
分类:中国文化	Kategorio:Kulturo de Ĉinio
分类:法国文化	Kategorio:Kulturo de Francio
分类:越南文化	Kategorio:Kulturo de Vjetnamio
分类:韩国文化	Kategorio:Kulturo de Sud-Koreio
分类:電子工程	Kategorio:Elektronika inĝenierarto
模板:ESP	Ŝablono:ESP
分类:动物	Kategorio:Bestoj
分类:泰国航空公司	Kategorio:Tajlandaj flugkompanioj
分类:国际象棋	Kategorio:Ŝako
分类:武器	Kategorio:Armiloj
分类:核武器	Kategorio:Nuklea armilo
瀑瑶兰	Beaujolais
分类:物理量	Kategorio:Fizika kvanto
分类:温标	Kategorio:Mezurunuoj de temperaturo
分类:汉字	Kategorio:Ĉina skribo
分类:热力学	Kategorio:Termodinamiko
分类:气象学	Kategorio:Meteologio
分类:航空事故	Kategorio:Aviadilaj akcidentoj kaj incidentoj
分类:香港	Kategorio:Honkongo
分类:菲律宾群岛	Kategorio:Insuloj en la Filipinoj
分类:大西洋岛屿	Kategorio:Insuloj en la Atlantika Oceano
分类:上海	Kategorio:Ŝanhajo
分类:节日	Kategorio:Festivaloj
分类:印度城市	Kategorio:Urboj de Barato
分类:俄罗斯城市	Kategorio:Urboj de Rusio
分类:事体	Kategorio:Eventoj
分类:西亚	Kategorio:Okcidenta Azio
分类:電信	Kategorio:Telekomunikado
分类:交通	Kategorio:Transporto
分类:选美	Kategorio:Beleckonkursoj
分类:性行为	Kategorio:Homa seksumado
分类:电视剧	Kategorio:Televidaj serioj
分类:北美洲	Kategorio:Nordameriko
分类:歌手	Kategorio:Kantistoj
分类:亚洲个湖泊	Kategorio:Lagoj de Azio
分类:欧洲个湖泊	Kategorio:Lagoj en Eŭropo
分类:湖泊	Kategorio:Lagoj
模板:Infobox Language	Ŝablono:Informkesto lingvo
分类:大洋洲	Kategorio:Oceanio
分类:中国城市	Kategorio:Urboj de Ĉinio
分类:瀑布	Kategorio:Akvofaloj
分类:自然灾害	Kategorio:Naturkatastrofoj
分类:日本九州	Kategorio:Kjuŝuo
分类:1998年个电影	Kategorio:Filmoj aperintaj en 1998
分类:2006年个电影	Kategorio:Filmoj aperintaj en 2006
分类:恐怖片	Kategorio:Hororaj filmoj
分类:美国电影	Kategorio:Usona kino
分类:汉语	Kategorio:Ĉina lingvaro
分类:泰国言话	Kategorio:Lingvoj de Tajlando
分类:新南威尔士州	Kategorio:Novsudkimrio
分类:澳大利亚文化	Kategorio:Kulturo de Aŭstralio
分类:泰国文化	Kategorio:Kulturo de Tajlando
分类:越南城市	Kategorio:Urboj de Vjetnamio
分类:澳大利亚城市	Kategorio:Urboj de Aŭstralio
分类:泰国城市	Kategorio:Urboj de Tajlando
分类:泰国个岛	Kategorio:Insuloj en Tajlando
分类:印度文化	Kategorio:Kulturo de Barato
分类:印度尼西亚个岛	Kategorio:Indoneziaj insuloj
分类:中东国家	Kategorio:Mezorientaj landoj
分类:澳大利亚旅游	Kategorio:Turismo en Aŭstralio
分类:中国个公园	Kategorio:Parkoj en Ĉinio
分类:银行	Kategorio:Bankoj
Wikipedia:模板文檔	Helpo:Dokumentado
分类:維基百科文化	Kategorio:Vikipedio:Kulturo
分类:维基百科媒体文件版权	Kategorio:Bildoj laŭ permesiloj
分类:南欧	Kategorio:Suda Eŭropo
分类:維基百科名字空間模板	Kategorio:Ŝablonoj por iuj paĝoj
分类:学堂	Kategorio:Lernejoj
分类:澳大利亚风光	Kategorio:Vizitindaĵoj en Aŭstralio
分类:越南航空	Kategorio:Vjetnamaj flugkompanioj
模板:Geo stub	Ŝablono:Ĝermo-geografio
模板:UGA	Ŝablono:UGA
模板:UZB	Ŝablono:UZB
模板:Comment	Ŝablono:Komento
中国	Ĉinio (apartigilo)
模板:Module other	Ŝablono:Ĉu modulo
Portal:数学	Portalo:Matematiko
模板:Greece-stub	Ŝablono:Ĝermo-Grekio
分类:亚洲国家	Kategorio:Aziaj landoj
分类:美洲国家	Kategorio:Amerikaj landoj
模板:Japan stub	Ŝablono:Ĝermo-Japanio
模板:User zh-yue-2	Ŝablono:Vikipediisto zh-yue-2
分类:維基百科幽默	Kategorio:Vikipedia humuro
模板:RWA	Ŝablono:RWA
模板:MLT	Ŝablono:MLT
模板:KEN	Ŝablono:KEN
模板:JAM	Ŝablono:JAM
分类:南美洲国家模板	Kategorio:Ŝablono:Sudameriko
模板:CXR	Ŝablono:CXR
分类:必有个页面	Kategorio:Havendaj artikoloj
分类:澳大利亚模板	Kategorio:Ŝablono:Aŭstralio
分类:大桥	Kategorio:Pontoj
分类:布里司班	Kategorio:Brisbano
分类:中美洲国家	Kategorio:Centramerikaj landoj
分类:江苏城市	Kategorio:Urboj de Ĝjangsuo
分类:地震	Kategorio:Tertremoj
分类:环境	Kategorio:Mediprotektado
分类:凯撒奖	Kategorio:Premio César
分类:日本本州	Kategorio:Honŝuo
分类:印度小作品	Kategorio:Ĝermoj pri Barato
分类:爱尔兰	Kategorio:Irlando
分类:中华民国	Kategorio:Respubliko Ĉinio
模板:Listen	Ŝablono:Aŭskultu
分类:性学	Kategorio:Seksologio
模板:MNG	Ŝablono:MNG
分类:相态	Kategorio:Fazoj de materio
分类:南澳大利亚州	Kategorio:Suda Aŭstralio
模板:BEL	Ŝablono:BEL
分类:法国总统夫人	Kategorio:Unuaj damoj de Francio
分类:墨尔本	Kategorio:Melburno
分类:方向	Kategorio:Orientiĝo
分类:電話	Kategorio:Telefono
分类:悉尼	Kategorio:Sidnejo
分类:澳大利亚个公园	Kategorio:Parkoj en Aŭstralio
分类:应用科学	Kategorio:Aplikataj sciencoj
分类:法国个报纸	Kategorio:Francaj gazetoj
模板:Image label begin	Ŝablono:Marko sur bildo komenco
分类:澳大利亚大学	Kategorio:Universitatoj de Aŭstralio
分类:消费行为	Kategorio:Konsumado
分类:中国个报纸	Kategorio:Ĉinaj gazetoj
分类:主持人	Kategorio:Moderatoroj
分类:日本大学	Kategorio:Universitatoj de Japanio
模板:Babels	Ŝablono:Babellingva enhavo
分类:巴黎高速铁路	Kategorio:RER de Francilio
分类:巴黎交通	Kategorio:Transporto en Parizo
模板:HUN	Ŝablono:HUN
分类:生活	Kategorio:Ĉiutaga vivo
分类:女性	Kategorio:Virino
分类:柬埔寨文化	Kategorio:Kulturo de Kamboĝo
分类:User en-1	Kategorio:Vikipediisto en-1
分类:User de-1	Kategorio:Vikipediisto de-1
分类:法国省份	Kategorio:Departementoj de Francio
分类:工具	Kategorio:Iloj
分类:德国城市	Kategorio:Urboj de Germanio
分类:美国演员	Kategorio:Usonaj aktoroj
模板:France-stub	Ŝablono:Ĝermo-Francio
分类:瑞典贵族	Kategorio:Svedaj nobeloj
模板:Lua	Ŝablono:Kun Lua-modulo
模板:勿是吳語	Ŝablono:Esperantigu artikolon
Wikipedia:弗要犯常见个错误	Helpo:Kutimaj komencanteraroj
Wikipedia:How to read a taxobox	Vikipedio:Kiel legi la taksonomion
Wikipedia:Media help	Helpo:Dosieroj
模板:Italy-stub	Ŝablono:Ĝermo-Italio
姜義錫	Kang We-seok
琉球群岛	Rjukju-insularo
模板:Bio-stub	Ŝablono:Ĝermo-biografio
模板:Wayback	Ŝablono:Retarkivo
Wikipedia:VisualEditor	Vikipedio:VidRedaktilo
Wikipedia:Spoken articles	Projekto:Aŭdioartikoloj
模板:Multi-listen item	Ŝablono:Aŭskultu temon
模板:User zh-yue-0	Ŝablono:Vikipediisto zh-yue-0
模板:里昂大区城区	Ŝablono:Liona urbaro
模板:Tld	Ŝablono:Tld
模板:TemplateDataHeader	Ŝablono:TemplateDataKapo
模板:Reply to	Ŝablono:Respondo al
模块:Yesno	Modulo:Yesno
尹賢碩	Yun Hyon-seok
惡病質	Kaĥeksio
特殊:最近更改	Specialaĵo:Lastaj ŝanĝoj
模块:TableTools	Modulo:TableTools
模块:List	Modulo:List
模块:Bananas	Modulo:Saluton
模块:HtmlBuilder	Modulo:HtmlBuilder
模块:String	Modulo:String
模块:InfoboxImage	Modulo:InfoboxImage
馬來西亞航空17號班機空难	Flugo 17 de Malaysia Airlines
雨傘運動	Protestoj en Honkongo 2014
