Africa	Afriko
San Bernardino, California	San Bernardino (Kalifornio)
Monterey, California	Monterey
Salinas, California	Salinas (Kalifornio)
Tlamantli	Objekto (filozofio)
Michel Teló	Michel Teló
.nl	.nl
Rainer Brüderle	Rainer Brüderle
Puntarenas (huēyāltepētl)	Puntarenas
Adela Noriega	Adela Noriega
Chris Pratt	Chris Pratt
Xomōtl	Bluflugila anaso
Renault 21	Renault 21
Ayacucho	Ajakuĉo
Huanuco	Ŭanuko
Alta Verapaz	Alta Verapaco
Baja Verapaz	Malalta Verapaco
Huancavelica (tlālxeliuhcāyōtl)	Departemento Huankavelika
Zacatepēc, Cuauhtēmallān	Sakatepekezo
San Rafael, Veracruz	San Rafael
Tepēāpōlco	Tepeapulco
Chimbote	Ĉimboto
Tlālxeliuhcāyōtl Xālātēnanco	Departemento Chalatenango
Kami	Kamio
Ehēcatzinco	Ecatzingo
Huēyizacatlān	San Cristóbal de las Casas
Kanasín (āltepēcalpōlli)	Kanasín
Kaká	Kaká
Tōnatiuhco	Tonatico
Acambay Ruiz Castañeda	Acambay
Tekax (āltepēcalpōlli)	Tekax
Concepción de La Vega	Concepción de la Vega
Texcaltitlan	Texcaltitlán
Cēmpōhualchiucnāhui	29 (nombro)
Huexōtzinco	Huejotzingo
Peugeot 304	Peugeot 304
Tlāhuīlmecatl	Drato
Fernando del Paso	Fernando del Paso
Carlos Núñez	Carlos Núñez
Joan Fuster	Joan Fuster
Cuauhcoxolihtli	Invaria mutuo
Tlālxeliuhcāyōtl Āhuachāmpan	Departemento Ahuachapán
Mecano	Mecano (grupo)
Cuammantlah	Huamantla
Āmanacocheh	Grandkapa klangulo
Mēxihcah in ōmpa Tlacetilīlli Tlahtohcāyōtl	Meksik-usonanoj
Hot Wheels	Hot Wheels
Osuna	Osuna
Tlālxeliuhcāyōtl León	Leono (departemento)
Dominic Howard	Dominic Howard
Cēmpōhualchicuēyi	28 (nombro)
Īxiptlayōlcāyōtl	Kino
Capōlālpan Méndez	Capulalpam de Méndez
Tlālxeliuhcāyōtl Santa Bárbara (Honduras)	Santa Bárbara
2060	2060
Veraguas	Veragŭo
Nāuhpōhualcaxtōlli	95 (nombro)
Cēmpōhualcaxtōlomēyi	38 (nombro)
Itzcuāuhtli	Ornata spizaeto
San Pedro Pōchōtlān	San Pedro Pochutla
Isidro Fabela	Isidro Fabela
Coyocahco	Cuyoaco
Arizpe	Arizpe
Pōctlān Guerrero (āltepēcalpōllōtl)	Putla Villa de Guerrero
Āpitzauhco	Apizaco
Ātlatlālacatl	Ansero
Palos de la Frontera	Palos de la Frontera
Mīltomatl	Physalis philadelphica
Tlālxeliuhcāyōtl Atlántida	Atlántida
Aramberri	Aramberri
Huēiyac chicāuhtlahtōl	Makrono
Ōmpōhualmācuīlli	45 (nombro)
Mēxihco Tlahtohcātēīxiptla	Prezidanto de Meksiko
Santo Domingo Tēcuāntepēc	Santo Domingo Tehuantepec
Ehēcatōtolin	Granda vojkurulo
Neiva	Neiva
Cuīcatiani	Muzikisto
Tonantzin Coromoto	Virgulino de Coromoto
Xōchimīlco	Ŝoĉimilko
Huitzitzilmichin	Belono
Marías Tlālhuāctli	Islas Marías
Tlālxeliuhcāyōtl Chināntēcapan	Ĉinandego (departemento)
Atapalcatl	Jamajka anaso
Arthur Seyß-Inquart	Arthur Seyß-Inquart
Mamixtli	Krano
Caratagena de Indias	Kartageno (Kolombio)
Los Cabos	Los Cabos
Coyōhuahcān	Coyoacán
Wieselburg	Wieselburg
Iztāccihuātl	Istaksiŭatlo
Zacatōchin	Vulkankuniklo
2073	2073
Quiché, Cuauhtēmallān	Kiĉeo (departemento)
Santa Ana (tlālxeliuhcāyōtl)	Departemento Santa Ana (Salvadoro)
San Miguel, Cōzcatlān	San Miguel de la Frontera
Tlamācuīlti 2005	Majo de 2005
Tlachicuazti 2005	Junio de 2005
Juárez	Juárez
Nāuhpōhualcaxtōlomōme	97 (nombro)
Xināchtēcatl	Nevado de Toluca
Drew Barrymore	Drew Barrymore
Machu Picchu	Maĉupikĉuo
Francesco d'Assisi	Sankta Francisko el Asizo
Renault Dauphine	Renault Dauphine
Solidaridad (āltepēcalpōlli)	Solidaridad
Ācachichictli	Okcidenta grebo
Cōcohtli	Inkaa kolombo
Partido Revolucionario Institucional	Revolucia Institucia Partio
Ic cē mētztli īpan 2005	Januaro de 2005
Nāuhpōhualmahtlāctli onnāhui	94 (nombro)
Armería (āltepēcalpōlli)	Armería
Darién	Darieno
Cuauhnacaztli (huēyāltepētl)	Guanacaste
Nāuhpōhualmahtlāctli oncē	91 (nombro)
Nextlālpan	Nextlalpan
2097	2097
Izabal	Izabal
Cuauhtēmallān (Tlālxeliuhcāyōtl)	Gvatemalo (departemento)
Juliaca	Juliaca
Xālcanauhtli	Amerika fajfanaso
De facto	De facto
Ichanehquiliz tlacatiyan	Listo de landoj laŭ loĝantaro
Cēmpōhualoncē	21 (nombro)
Cēmpōhualomōme	22 (nombro)
Ōmpōhualoncē	41 (nombro)
Cēmpōhualmahtlāctli onnāhui	34 (nombro)
Cēmpōhualmahtlāctli omēyi	33 (nombro)
Ōmpōhualchicōme	47 (nombro)
Cēmpōhualmahtlāctli oncē	31 (nombro)
Cēmpōhualmahtlāctli omōme	32 (nombro)
Ōmpōhualonnāhui	44 (nombro)
Ōmpōhualchicuacē	46 (nombro)
Ōmpōhualchiucnāhui	49 (nombro)
Ōmpōhualchicuēyi	48 (nombro)
Cēmpōhualcaxtōlomōme	37 (nombro)
Cēmpōhualcaxtōlonnāhui	39 (nombro)
Cēmpōhualcaxtōloncē	36 (nombro)
Chris Martin	Chris Martin
Nāuhpōhualcaxtōlomēyi	98 (nombro)
Jenni Rivera	Jenni Rivera
Ichcatl	Kotonujo
Santa Tecla, Cōzcatlān	Santa Tecla
Tlālxeliuhcāyōtl Rivas	Rivas (departemento)
Santiago Apóstol īteōpan (Tequixquiāc)	Paroko de Santiago Tequixquiac
Āltepētl Mēxihco Metro	Metroo de Meksikurbo
Kėdainiai	Kėdainiai
Chiriquí	Ĉirikio
Santa Ana, Cōzcatlān	Santa Ana (Salvadoro)
Patox	Hejmanaso
Āteponaztli	Nord-amerika botaŭro
Ātīzapan Zaragoza	Atizapán de Zaragoza
Huilōtl	Plorturto
Tlaōnti 2005	Februaro de 2005
Tōnalmachiyōtl	Azteka kalendaro
Tulcán	Tulcán
Chiquimollān	Ĉikimulo
San Miguel de Allende	San Miguel de Allende
Crimea	Aŭtonoma Respubliko Krimeo
Āpipipitzcatl	Franklina mevo
Ātlīxco	Atlixco
Tehuiloyohcān (āltepēcalpōlli)	Teoloyucan
Īpān Andalucia	Flago de Andaluzio
Montemorelos	Montemorelos
Ānahuāc, Yancuīc León	Anáhuac
Chīmaltēnanco	Ĉimaltenango
Okinawa, Xapon	Gubernio Okinavo
Partido de la Revolución Democrática	Partio de la Demokratia Revolucio
Kukulkán	Kukulkano
Bragança	Bragança
Ixtehuilotl	Lenso (optiko)
Ehēcalquixohuayān ītlālpancalactihuechiliz Da Nang	Flughaveno Da Nang
Santa Elena (āltepēcalpōlli)	Santa Elena (Yucatán)
Zacāpan	Zakapo
Huaraz	Huaraz
Mazāxococuahuitl	Spondias mombin
Instituto Nacional de Estadística y Geografía	INEGI
Xālāpan, Cuauhtēmallān	Halapo
Itzcuintlān	Eskvintlo
El Progreso	Progreso (departemento)
Shintō	Ŝintoismo
Ōmpōhualomōme	42 (nombro)
Irapuato	Irapuato (komunumo)
Electronica	Elektroniko (muziko)
Will Champion	Will Champion
Coclé	Kokleo (provinco)
Tumbes	Tumpiurbo
Centzontlahtōleh	Norda mokbirdo
Cuāchichiquilzōlin	Kalifornia koturno
Panasonic	Panasonic
Bono	Bono Vox
Cacomiztli	Kakomistlo
Ica	Ica (urbo)
Tehuahcān	Tehuacán
Āhuēhuētēnanco	Huehuetenango
Pichilemu tlālolīniliztli īpan 2010	Tertremo de Piĉilemo (2010)
Copan	Copán (departemento)
Santiago Tequixquiāc	Santiago Tequixquiac
Quetzaltenānco	Ketzaltenango (departemento)
2061	2061
Tlālnepantlah Baz	Tlalnepantla de Baz
Peugeot 104	Peugeot 104
Mägo de Oz	Mägo de Oz
Tlayēti 2005	Marto de 2005
Partido Acción Nacional	Meksika Partio pri Agado Nacia
Montería	Monteria
Xincoyōtl	Phrynosomatidae
Puerto Vallarta	Puerto Vallarta
VietJet Air	VietJet Air
Tlālhuāctli Guadalupe	Insulo Guadalupe
Chaplin	Chaplin
Tlālxeliuhcāyōtl La Paz (Honduras)	La Paz (hondura departemento)
Tlālxeliuhcāyōtl Ocotepēc	Ocotepeque
Ōllālco	Olancho
Tlālxeliuhcāyōtl Valle	Valle (departemento)
Tlālxeliuhcāyōtl Gracias a Dios	Gracias a Dios
Tlālxeliuhcāyōtl Colón	Colón
Cabañas	Francisco Morazán (departemento)
Calcactli	Pantoflo
Xōchitepēc, Cuauhtēmallān	Suĉitepekezo
San Marcos, Cuauhtēmallān	Sankta Marko (departemento)
Totōnicāpan	Totonikapano
Santa Rosa, Cuauhtēmallān	Sankta Roza (departemento)
Retalhuleu	Retalhuleu
Boca del Río	Boca del Río
2075	2075
2076	2076
2077	2077
2078	2078
2072	2072
2074	2074
2079	2079
2069	2069
2068	2068
2067	2067
2071	2071
2065	2065
2066	2066
2070	2070
Tlālxeliuhcāyōtl Cholōltēcac	Choluteca
Ehēcalquixohuayān Ca Mau	Flughaveno Ca Mau
Córdoba	Kordovo
Tlahcotlālpan	Tlacotalpan
Copalli	Kopalo
Tlālxeliuhcāyōtl Cabañas	Departemento Cabañas
-ll-	LL
Renault 4CV	Renault 4CV
Villa del Carbón	Villa del Carbón
Cocollān (āltepēcalpōlli)	Cocula
Isla Mujeres (āltepēcalpōlli)	Isla Mujeres
Tlālxeliuhcāyōtl San Miguel	Departemento San Miguel
Tlālxeliuhcāyōtl La Libertad (Cōzcatlān)	Departemento La Libertad (Salvadoro)
Tekantó (āltepēcalpōlli)	Tekantó
Mandi	Mandi
Jesús María (Aguascalientes īāltepēcalpōl)	Jesús María (Aguascalientes)
Reconquista, Argentina	Reconquista (Argentino)
Yakult	Yakult
Tlatlayān	Tlatlaya
Universidad de los Andes (Chile)	Universidad de Los Andes
Hocabá (āltepēcalpōlli)	Hocabá
Wilamowice	Wilamowice
Zōyapanco	Soyapango
Orchestral Manoeuvres In The Dark	Orchestral Manoeuvres in the Dark
Dolores Hidalgo	Dolores Hidalgo
Ātzitzintlān	Atzitzintla
Nanacamīlpan Mariano Arista	Nanacamilpa de Mariano Arista
Cunduacán (āltepēcalpōlli)	Cunduacán
Chīlchōtlān (āltepēcalpōlli)	Chilchota (Michoacán)
Iztāccuāuhtli	Blanka buteo
2086	2086
2089	2089
2087	2087
2088	2088
2098	2098
2080	2080
2093	2093
2092	2092
2081	2081
2090	2090
2099	2099
2096	2096
2095	2095
2091	2091
2085	2085
2083	2083
2084	2084
2094	2094
2082	2082
Chināntēcapan	Chinandega
Anamã	Anamã
Hunucmá (āltepēcalpōlli)	Hunucmá
Toquinho	Toquinho
Guaymas	Guaymas
Huilōnco	Córdoba (Veracruz)
Nogales, Sonora	Nogales (Sonora)
Ahuilizāpan	Orizaba
Āzcapōtzalco	Azcapotzalco (Meksiko)
San Luis Río Colorado	San Luis Río Colorado
Huacho	Huacho
Tōchpan, Veracruz	Túxpan
Ostia	Ostia
Mazāmictlān	Mazamitla
Izamal	Izamal
Nicān Mopōhua	Nican mopohua
Tepoztlān	Tepoztlan
Otavalo	Otavalo
Vrahovice	Vrahovice
Sincelejo	Sincelejo
2064	2064
2063	2063
2062	2062
Tlālxeliuhcāyōtl Oruro	Oruro
San Juan Chamollan	San Juan Chamula
Chiyan	Salvia hispanica
Ācxoyātōtōtl	Hararpego
Power ballad	Balado (muziko)
José Vasconcelos	José Vasconcelos
El Cerrito, Valle del Cauca	El Cerrito
Zōlin	Montezuma koturno
Tlālhuāctli Clarión	Insulo Klarjono
Cōātepēc, Veracruz	Coatepec (Veracruz)
Historia general de las cosas de Nueva España	Ĝenerala historio pri la aferoj de Nova Hispanio
Tzompanco (āltepēcalpōlli)	Zumpango (Meksikŝtato)
Tlālxeliuhcāyōtl Ocēlōtlān	Departemento Usulután
Tlālxeliuhcāyōtl Morazán	Departemento Morazán
Tlālxeliuhcāyōtl Yōllōtl	Yoro
Tlālxeliuhcāyōtl La Paz (Cōzcatlān)	Departemento La Paz (Salvadoro)
Tlālxeliuhcāyōtl San Vicente	Departemento San Vicente
Māxtlatl	Zontuko
Iztapallohcān	Ixtapaluca
Tlālxeliuhcāyōtl Cōzcatlān	Departemento Cuscatlán
Tlālxeliuhcāyōtl La Unión	Departemento La Unión
Otomih	Otomioj
Huitzolmeh	Huiĉoloj
Marqués de Comillas (āltepēcalpōlli)	Marqués de Comillas
Δ	Delto
San Jacinto Amilpas	San Jacinto Amilpas
San Antonio de la Cal	San Antonio de la Cal
San Andrés Huēyāpan	San Andrés Huayapam
San Agustín Yatareni	San Agustín Yatareni
San Agustín de las Juntas	San Agustín de las Juntas
Tlamahtlācōnti 2006	Decembro de 2006
Tlaxēxelōliztli (tlapōhualmatiliztli)	Divido
Tzanatl	Grandavosta kviskalo
Catona	Catona
Rosanna Marani	Rosanna Marani
Ehēcalquixohuayān	Flughaveno
Ra (teōtl)	Reo
Santiago	Santiago
Mixcōācuāuhtli	Urubitingo
San Sebastián Tōltlah	San Sebastián Tutla
Tlīlcuāuhtli	Monta solaglo
60 xihuitl	60-aj jaroj
50 xihuitl	50-aj jaroj
40 xihuitl	40-aj jaroj
30 xihuitl	30-aj jaroj
Tezontzapocuahuitl	Pouteria sapota
Χ	Ĥio
Cuauhtitlan Izcalli	Cuautitlán Izcalli
Ātlacomōlco	Atlacomulco
Tēnācatl	Tukano (birdo)
Tōllān Allende (āltepēcalpōlli)	Tula de Allende
Tlālhuāctli Socorro	Insulo Socorro
Neneuhcāyōtl:Teutontlālpan	Kategorio:Germanio
Neneuhcāyōtl:Italia	Kategorio:Italio
Neneuhcāyōtl:Tlacetilīlli Tlahtohcāyōtl	Kategorio:Usono
Neneuhcāyōtl:Rusia	Kategorio:Rusio
Neneuhcāyōtl:Canada	Kategorio:Kanado
Neneuhcāyōtl:Tlacetilīlli Huēyitlahtohcāyōtl	Kategorio:Unuiĝinta Reĝlando
Neneuhcāyōtl:Caxtillān	Kategorio:Hispanio
Neneuhcāyōtl:China	Kategorio:Ĉinio
Neneuhcāyōtl:Xapon	Kategorio:Japanio
Neneuhcāyōtl:Australia	Kategorio:Aŭstralio
Neneuhcāyōtl:Mēxihco	Kategorio:Meksiko
Neneuhcāyōtl:India	Kategorio:Barato
Neneuhcāyōtl:Saudarabia	Kategorio:Sauda Arabio
Neneuhcāyōtl:Israel	Kategorio:Israelo
Neneuhcāyōtl:In Vaticano	Kategorio:Vatikano
Neneuhcāyōtl:Turquia	Kategorio:Turkio
Neneuhcāyōtl:Africa Huitztlāmpa	Kategorio:Sud-Afriko
Neneuhcāyōtl:Egipto	Kategorio:Egiptio
Neneuhcāyōtl:Iran	Kategorio:Irano
Neneuhcāyōtl:Yancuīc Zetlālpan	Kategorio:Nov-Zelando
Neneuhcāyōtl:Argentina	Kategorio:Argentino
0 xihuitl	0-aj jaroj
20 xihuitl	20-aj jaroj
Volkswagen Jetta III	Volkswagen Vento
Ātōyāxocotl	Spondias purpurea
Newcastle upon Tyne	Newcastle-upon-Tyne
Pedro Páramo	Pedro Páramo
Āhuēhuētl	Ahuehuete-arbo
Cuitlacochin (nanacatl)	Maiza ustilago
1120 xihuitl	1120-aj jaroj
Armando Manzanero	Armando Manzanero
Neneuhcāyōtl:Afganistan	Kategorio:Afganio
Neneuhcāyōtl:Argelia	Kategorio:Alĝerio
Neneuhcāyōtl:Austria	Kategorio:Aŭstrio
Neneuhcāyōtl:Bangladex	Kategorio:Bangladeŝo
Neneuhcāyōtl:Cuba	Kategorio:Kubo
Neneuhcāyōtl:Etiopia	Kategorio:Etiopio
Neneuhcāyōtl:Indonesia	Kategorio:Indonezio
Neneuhcāyōtl:Irac	Kategorio:Irako
Neneuhcāyōtl:Tlanitlālpan	Kategorio:Nederlando
Neneuhcāyōtl:Nigeria	Kategorio:Niĝerio
Neneuhcāyōtl:Polonia	Kategorio:Pollando
Neneuhcāyōtl:Portugal	Kategorio:Portugalio
Neneuhcāyōtl:Singapur	Kategorio:Singapuro
Neneuhcāyōtl:Corea Huitztlāmpa	Kategorio:Sud-Koreio
Neneuhcāyōtl:Sudan	Kategorio:Sudano
Neneuhcāyōtl:Suiza	Kategorio:Svislando
Ātotonilco Tollān	Atotonilco de Tula
Neneuhcāyōtl:Tanzania	Kategorio:Tanzanio
Neneuhcāyōtl:Taitlālpan	Kategorio:Tajlando
Neneuhcāyōtl:Ucrania	Kategorio:Ukrainio
Neneuhcāyōtl:Vietnam	Kategorio:Vjetnamio
Neneuhcāyōtl:Tōtōtl	Kategorio:Birdoj
Neneuhcāyōtl:Nemiltōpīllōtl	Kategorio:Bakterioj
Neneuhcāyōtl:Tlanelhuayōmatiliztli	Kategorio:Plantoj
Neneuhcāyōtl:Iuhcāyōtl	Kategorio:Fiziko
Neneuhcāyōtl:Yōlizmatiliztli	Kategorio:Biologio
Neneuhcāyōtl:Huēhuehcāyōmatiliztli	Kategorio:Historio
Neneuhcāyōtl:Cemānāhuacāyōtl	Kategorio:Geografio
Neneuhcāyōtl:Teōmatiliztli	Kategorio:Religio
Tonānītlān	Tonanitla
Neneuhcāyōtl:Tlatilizmatiliztli	Kategorio:Scienco
Neneuhcāyōtl:Tlahtōliztli	Kategorio:Lingvo
Neneuhcāyōtl:Tlālticpactli	Kategorio:Tero
Tlālhuāctli Coronado	Insuloj Koronadoj
Mētztitlan	Metztitlán
La Paz	La-Pazo (apartigilo)
Mēxihcali (āltepēcalpōlli)	Mexicali (komunumo)
Huēyipochtlān (āltepēcalpōlli)	Hueypoxtla
Tlālxeliuhcāyōtl San Salvador	Departemento San-Salvadoro
Mulegé (āltepēcalpōllōtl)	Mulegé
Huitzitzillān	Tzintzuntzan
Ilamatzapocuahuitl	Annona macroprophyllata
Ācuīcuīyalōtl	Klifhirundo
Chiyāhualōtl	Olivo
Tequixquiāpan	Tequisquiapan
Salina Cruz	Salina Cruz
Chālco (āltepēcalpōlli)	Chalco
Otompan	Otumba
Xīlōpanco	Ilopango (urbo)
Lázaro Cárdenas (Quintana Roo īāltepēcalpōl)	Lázaro Cárdenas (Quintana Roo)
Felipe Carrillo Puerto (āltepēcalpōlli)	Felipe Carrillo Puerto
Ic cē mētztli īpan 2007	Januaro de 2007
Neneuhcāyōtl:Ōmicqueh xiuhpan 2012	Kategorio:Mortintoj en 2012
Othón P. Blanco (āltepēcalpōlli)	Othón P. Blanco
Tulum (āltepēcalpōlli)	Tulum (komunumo)
Bacalar (āltepēcalpōlli)	Bacalar
Etzapocuahuitl	Pikilanono
Xōchitlān Zaragoza	Juchitán de Zaragoza
Tabatinga, Amazonas	Tabatinga (Amazonio)
Mazātlān (Chiyapan īāltepēcalpōllō)	Mazatán (Chiapas)
Alikovo	Alikovo
Cōācalco Berriozábal	Coacalco de Berriozábal
Ātēnco	Atenco (komunumo)
Tetlapanaloyān	Tlapanaloya
Chico Anysio	Chico Anysio
Urucurituba	Urucurituba
La Libertad	La Libertad
Tōnallān, Xālīxco	Tonalá
Metepēc (Tlahtohcāyōtl Mēxihco īāltepēcalpōl)	Metepec (Meksikŝtato)
Huēyi Caxtillān xōnacatl	Poreo
Tabatinga, São Paulo	Tabatinga (São Paulo)
Cuauhtitlan (Tlahtohcāyōtl Mēxihco īāltepēcalpōl)	Cuautitlán
Ācōlmān	Acolman
Tlamācuīlti 2006	Majo de 2006
Guerrero (Cōāhuillān īāltepēcalpōl)	Guerrero (Coahuila)
Motul (āltepēcalpōlli)	Motul
Hecelchakán	Hecelchakán
Tīzayohcān	Tizayuca
Aldama (āltepēcalpōlli)	Aldama
Benemérito de las Américas (āltepēcalpōlli)	Benemérito de las Américas
Tlalconetl	Limako
Tecamac	Tecámac
Chihcōloāpan	Chicoloapan
Ālmolōyān Juárez	Almoloya de Juárez
Tzinācantepēc (Tlahtohcāyōtl Mēxihco īāltepēcalpōl)	Zinacantepec
Lerma (āltepēcalpōlli)	Lerma (Meksikŝtato)
Īxtlahuahcān	Ixtlahuaca
Cōātepēc, Michhuahcān	Zitácuaro
Lagos de Moreno	Lagos de Moreno
Valle de Chālco Solidaridad	Valle de Chalco Solidaridad
Huēyimanco (āltepēcalpōlli)	Huimanguillo
Neneuhcāyōtl:Olimpicayoh neāhuiltiliztli	Kategorio:Olimpikoj
Neneuhcāyōtl:Cristianismo	Kategorio:Kristanismo
Neneuhcāyōtl:Islam	Kategorio:Islamo
Neneuhcāyōtl:Judaísmo	Kategorio:Judismo
Chris Wolstenholme	Chris Wolstenholme
Valle de Bravo	Valle de Bravo
Calpōllāpan	Calpulalpan
Tlachco (Tlaxcallān īāltepēcalpōl)	Tlaxco (komunumo)
Cuauhtlāntzinco	Cuautlancingo
Āquīxtlān	Aquixtla
Āhuēhuētitlan	Ahuehuetitla
Xāltocān, Hidalgo	Jaltocán
Atitalaquiāc	Atitalaquia
Honey	Honey
Ācatzinco	Acatzingo
Āhuatlān	Ahuatlán
Coyōmehāpan	Coyomeapan
Ācatēnoh	Acateno
Ātzitzihuahcān	Atzitzihuacán
Janos (āltepēcalpōlli)	Janos
Panōco (Zacatēcapan īāltepēcalpōl)	Pánuco (Zacatecas)
Āteōpan	Acteopan
Ācōloahco	Coronango
Ācaxtlāhuacān	Albino Zertuche
Maní (āltepēcalpōlli)	Maní (komunumo)
Tlamahtlācti 2006	Oktobro de 2006
Zoquitlān	Zoquitlán
Ātēxcal	Atexcal
Āmixtlān	Amixtlán
Xōchipālli	Salmo (koloro)
Ahome (āltepēcalpōlli)	Ahome
Iztapan Iztātl (āltepēcalpōlli)	Ixtapan de la Sal
Abdelmajid Lakhal	Abdelmajid Lakhal
Pinahuizāpan	Perote
Playas de Rosarito	Playas de Rosarito
Tlacuīcaliztli	Ensemblo (muziko)
Cuāuhtli	Aglo
Tzompanco Ocampo	Zumpango de Ocampo
Malīnalco (āltepēcalpōlli)	Malinalco
El Oro (Tlahtohcāyōtl Mēxihco īāltepēcalpōl)	El Oro (Meksikŝtato)
Wolfgang Schüssel	Wolfgang Schüssel
Puebla īāltepēcalpōlhuān	Listo de komunumoj de Puebla
Xīlōtzinco	Jilotzingo
Zōltepēc	Sultepec
Tzayānalquilāpan Juárez	Soyaniquilpan de Juárez
Āmatepēc	Amatepec
Comalcalco (āltepēcalpōlli)	Comalcalco (komunumo)
Jerez de García Salinas	Jerez (Zacatecas)
Coyōtepēc (Tlahtohcāyōtl Mēxihco īāltepēcalpōl)	Coyotepec (Meksikŝtato)
Huēhuehtohcān (āltepēcalpōlli)	Huehuetoca
Tlapālpan	Tapalpa
Huitzquillohcān	Huixquilucan
Tlachiucnāuhti 2007	Septembro de 2007
La Paz (Tlahtohcāyōtl Mēxihco īāltepēcalpōl)	La Paz (Meksikŝtato)
Xīlōtepēc (Tlahtohcāyōtl Mēxihco īāltepēcalpōl)	Jilotepec (Estado de México)
Ācōlco	Aculco
Candelaria, Campeche	Candelaria (Campeche)
Escárcega	Escárcega
Tlahtohcāyōtl Mēxihco īāltepēcalpōlhuān	Listo de komunumoj de Meksikŝtato
Mineral del Monte	Mineral del Monte
San Mateo Ātēnco	San Mateo Atenco
Ocoyacac	Ocoyoacac
Xōchitepēc (Tlahtohcāyōtl Mēxihco īāltepēcalpōl)	Juchitepec
Ālmolōyān Alquisiras	Almoloya de Alquisiras
Arandas, Xālīxco	Arandas (Jalisco)
Benedicta Boccoli	Benedicta Boccoli
Dzidzantún (āltepēcalpōlli)	Dzidzantún
Āhuacatlān, Puebla	Ahuacatlán (Puebla)
Sotuta (āltepēcalpōlli)	Sotuta
Dzemul (āltepēcalpōlli)	Dzemul
San Blas (āltepēcalpōlli)	San Blas
Kaua (āltepēcalpōlli)	Kaua
Río Lagartos (āltepēcalpōlli)	Río Lagartos
Satevó (āltepēcalpōlli)	Satevó
Chiyauhtlah, Puebla	Chiautla de Tapia
Huitzilāc	Huitzilac
Aconchi (āltepēcalpōlli)	Aconchi
San Felipe del Progreso	San Felipe del Progreso
El Llano, Aguascalientes	El Llano
Huitzāpan	Huichapan
Guazapares	Guazapares
Ālmolōyān Ātōyātl (āltepēcalpōlli)	Almoloya del Río
Chihuahhua (āltepēcalpōlli)	Chihuahua (komunumo)
Tzinācantlān	Zinacantán
Carolina Ferraz	Carolina Ferraz
Guerrero (Chihuahhua īāltepēcalpōl)	Guerrero (Chihuahua)
Xālōztōc	Xaloztoc
Madera (āltepēcalpōlli)	Madera
Zacatlān	Zacatlán
Jérôme Ruggiero	Jérôme Ruggiero
Īxīptlayōlizyacānqui	Reĝisoro
Chicxulub Pueblo (āltepēcalpōlli)	Chicxulub Pueblo
Tlālmanalco	Tlalmanalco
Campeche (āltepēcalpōlli)	Campeche (komunumo)
Tizimín (āltepēcalpōlli)	Tizimín
Tepetlaōztōc	Tepetlaoxtoc
Akil (āltepēcalpōlli)	Akil
Cantamayec (āltepēcalpōlli)	Cantamayec
Calotmul (āltepēcalpōlli)	Calotmul
Baca (āltepēcalpōlli)	Baca (Yucatán)
Conkal (āltepēcalpōlli)	Conkal
Cenotillo (āltepēcalpōlli)	Cenotillo
Xālpan (Tabasco īāltepēcalpōl)	Jalpa de Méndez
Cacalchén (āltepēcalpōlli)	Cacalchén
Yaxcabá (āltepēcalpōlli)	Yaxcabá
Bokobá (āltepēcalpōlli)	Bokobá
Dzan (āltepēcalpōlli)	Dzan
Chocholá (āltepēcalpōlli)	Chocholá
Dzilam González (āltepēcalpōlli)	Dzilam González
Chikindzonot (āltepēcalpōlli)	Chikindzonot
Homún (āltepēcalpōlli)	Homún
Hoctún (āltepēcalpōlli)	Hoctún
Cuncunul (āltepēcalpōlli)	Cuncunul
Chankom (āltepēcalpōlli)	Chankom
Kantunil (āltepēcalpōlli)	Kantunil
Chacsinkín (āltepēcalpōlli)	Chacsinkín
Chapab (āltepēcalpōlli)	Chapab
Dzilam de Bravo (āltepēcalpōlli)	Dzilam de Bravo
Ucú (āltepēcalpōlli)	Ucú
Temax (āltepēcalpōlli)	Temax
Tetiz (āltepēcalpōlli)	Tetiz
Tixcacalcupul (āltepēcalpōlli)	Tixcacalcupul
Sinanché (āltepēcalpōlli)	Sinanché
Sanahcat (āltepēcalpōlli)	Sanahcat
Muna (āltepēcalpōllōtl)	Muna
Huhí (āltepēcalpōlli)	Huhí
Sacalum (āltepēcalpōlli)	Sacalum
Yaxkukul (āltepēcalpōlli)	Yaxkukul
Quintana Roo (āltepēcalpōlli)	Quintana Roo (Yucatán)
Timucuy (āltepēcalpōlli)	Timucuy
Seyé (āltepēcalpōlli)	Seyé
Kinchil (āltepēcalpōlli)	Kinchil
Mocochá (āltepēcalpōlli)	Mocochá
Tahdziú (āltepēcalpōlli)	Tahdziú
Suma (āltepēcalpōlli)	Suma (Jukatanio)
Tepakán (āltepēcalpōlli)	Tepakán
Tekit (āltepēcalpōlli)	Tekit
Mama (āltepēcalpōlli)	Mama (Jukatanio)
Xocchel (āltepēcalpōlli)	Xocchel
Tahmek (āltepēcalpōlli)	Tahmek
Telchac Puerto (āltepēcalpōlli)	Telchac Puerto
Yobaín (āltepēcalpōlli)	Yobaín
Tixpéhual (āltepēcalpōlli)	Tixpéhual
Samahil (āltepēcalpōlli)	Samahil
Kopomá (āltepēcalpōlli)	Kopomá
Āohtlān Navarro	Autlán de Navarro
Uayma (āltepēcalpōlli)	Uayma
Sucilá (āltepēcalpōlli)	Sucilá
