Africa	Afriko
Phan Bội Châu	Phan Bội Châu
Marcus Okrand	Marc Okrand
Iovianus Pontanus	Giovanni Pontano
Petrus Candidus Decembrius	Pier Candido Decembrio
Christianus Daniel Rauch	Christian Daniel Rauch
Ioannes Iacobus Boissardus	Jean-Jacques Boissard
Mattheus Vicecomes	Mateo la 1-a Visconti
Lymphocytus	Limfocito
Aquitania (provincia Romana)	Aquitania
Lex militaris	Militjuro
Bégadan	Bégadan
6860 Sims	6860 Sims
Michael Gerasimov	Miĥail Miĥailoviĉ Gerasimov
6864 Starkenburg	6864 Starkenburg
Margarita Anas	Dezi Anaso
Prototheria	Ovonaskuloj
6868 Seiyauyeda	6868 Seiyauyeda
Paulus Appell	Paul Appell
6869 Funada	6869 Funada
6871 Verlaine	6871 Verlaine
6873 Tasaka	6873 Tasaka
6877 Giada	6877 Giada
6879 Hyogo	6879 Hjogo
6881 Shifutsu	6881 Shifutsu
6882 Sormano	6882 Sormano
6883 Hiuchigatake	6883 Hiuchigatake
700 a.C.n.	-700
Caerimonia coffei	Kafoceremonio
Nicodemus Sippo	Teemu Sippo
Arbanitae	Arvanidoj
6885 Nitardy	6885 Nitardy
Brach	Brach
6890 Savinykh	6890 Savinykh
6891 Triconia	6891 Triconia
6894 Macreid	6894 Macreid
6898 Saint-Marys	6898 Saint-Marys
6899 Nancychabot	6899 Nancychabot
6901 Roybishop	6901 Roybishop
6904 McGill	6904 McGill
6905 Miyazaki	6905 Miyazaki
6908 Kunimoto	6908 Kunimoto
6919 Tomonaga	6919 Tomonaga
6921 Janejacobs	6921 Janejacobs
6922 Yasushi	6922 Yasushi
6924 Fukui	6924 Fukui
6925 Susumu	6925 Susumu
Shlomo Sand	Ŝlomo Sand
6927 Tonegawa	6927 Tonegawa
6929 Misto	6929 Misto
6936 Cassatt	6936 Cassatt
6937 Valadon	6937 Valadon
6938 Soniaterk	6938 Soniaterk
6939 Lestone	6939 Lestone
6941 Dalgarno	6941 Dalgarno
6942 Yurigulyaev	6942 Yurigulyaev
6945 Dahlgren	6945 Dahlgren
6948 Gounelle	6948 Gounelle
6950 Simonek	6950 Simonek
6955 Ekaterina	6955 Ekaterina
6956 Holbach	6956 Holbach
6959 Mikkelkocha	6959 Mikkelkocha
6965 Niyodogawa	6965 Niyodogawa
6969 Santaro	6969 Santaro
6970 Saigusa	6970 Saigusa
6971 Omogokei	6971 Omogokei
6972 Helvetius	6972 Helvetius
6974 Solti	6974 Solti
6975 Hiroaki	6975 Hiroaki
6979 Shigefumi	6979 Shigefumi
6980 Kyusakamoto	6980 Kyusakamoto
Bombax (genus)	Bombako
6981 Chirman	6981 Chirman
6983 Komatsusakyo	6983 Komatsusakyo
6984 Lewiscarroll	6984 Lewiscarroll
6990 Toya	6990 Toya
Ichigo Kurosaki	Kurosaki Ichigo
6991 Chichibu	6991 Chichibu
6992 Minano-machi	6992 Minano-machi
6995 Minoyama	6995 Minoyama
7001 Noether	7001 Noether
7003 Zoyamironova	7003 Zoyamironova
7004 Markthiemens	7004 Markthiemens
Radiata	Radiuloj
Exitus (grammatica)	Finaĵo
7008 Pavlov	7008 Pavlov
Gossypium (genus)	Kotonujo
7010 Locke	7010 Locke
Collectivitas Transmarina Francica	Transmaraj kolektivoj (Francio)
Nostra Domina Fatimae	Virgulino de Fátima
7015 Schopenhauer	7015 Schopenhauer
Pribesthlabus Vujčić	Prvoslav Vujčić
7020 Yourcenar	7020 Yourcenar
Saccharomyces cerevisiae	Saccharomyces cerevisiae
Concilium Lateranense Quartum	Kvara Laterana koncilio
Temperatura Planckiana	Temperaturo de Planck
Ioannes Nicasius Gallego	Juan Nicasio Gallego
Hyssopus	Hisopo
Iacobus Franciscus Stephens	James Francis Stephens
Roma città aperta	Roma, città aperta
Aria de capite	Triparta ario
Diario Frontera	Diario Frontera
Endocardium	Endokardio
1997 Leverrier	1997 Leverrier
1638 Ruanda	1638 Ruando
Philippus Callimachus Experiens	Filippo Buonaccorsi
371 Bohemia	371 Bohemio
Flavius Anicius Maximus	Anicio Maksimo
Lostwithiel	Lostwithiel
Septimania	Septimanio
Confluens	Kunfluejo
Orfeo ed Euridice	Orfeo ed Euridice
Iulianus Semënov	Julian Semjonov
Marmagne (Clivus Aureus)	Marmagne (Côte-d'Or)
Danaides	Danaidinoj
Consilium salutis publicae	Komitato por publika savado
Condacum	Kontich
OpenTTD	OpenTTD
3831 Pettengill	3831 Pettengill
Montigny-Montfort	Montigny-Montfort
Cracidae	Kracedoj
Moutiers-Saint-Jean	Moutiers-Saint-Jean
Praelatus	Prelato
Peristylium	Peristilo
NGC 6826	NGC 6826
Scalae longae et breves	Vortoj por grandegaj nombroj
Nunc dimittis	Nunc dimittis
Cuthebertus Tonstallus	Cuthbert Tunstall
Victorinus Feltrensis	Vittorino da Feltre
Senailly	Senailly
Turma Nationalis Pedilusoria Russica	Rusia nacia teamo de futbalo
Setonix	Kvokao
7144 Dossobuono	7144 Dossobuono
7602 Yidaeam	7602 Yidaeam
8433 Brachyrhynchus	8433 Brachyrhynchus
2181 Fogelin	2181 Fogelin
2812 Scaltriti	2812 Scaltriti
Pluto	Pluto
Assevent	Assevent
Laicus	Laiko
Villers-Sire-Nicole	Villers-Sire-Nicole
5916 van der Woude	5916 van der Woude
7799 Martinšolc	7799 Martinšolc
5675 Evgenilebedev	5675 Evgenilebedev
Henricus Prat de la Riba	Enric Prat de la Riba
2793 Valdaj	2793 Valdaj
Mauritius Clavel	Maurice Clavel (filozofo)
Rumiliacum ad Sequanam	Romilly-sur-Seine
Rigveda	Rigvedo
2358 Bahner	2358 Bahner
Encytus	Churro
7356 Casagrande	7356 Casagrande
5443 Encrenaz	5443 Encrenaz
Lingua Mandarinica normalis	Norma ĉina lingvo
3607 Naniwa	3607 Naniwa
5387 Casleo	5387 Kasleo
9339 Kimnovak	9339 Kimnovak
9235 Shimanamikaido	9235 Shimanamikaido
Gaspésie–Îles-de-la-Madeleine	Gaspegio - Magdalena Insularo
The Monster Show	The Monster Show
2896 Preiss	2896 Preiss
Grammatica universalis	Universala gramatiko
Ioannes Theuninck	Jan Theuninck
5450 Sokrates	5450 Sokrato
Dicaeoma	Tantiemo
Andreas Fricius Modrevius	Andrzej Frycz Modrzewski
Insulae pancreaticae	Insuletoj de Langerhans
Marcus Antonius Raimondi	Marcantonio Raimondi
2808 Belgrano	2808 Belgrano
Religio Pantheia	Panteismo
9762 Hermannhesse	9762 Hermannhesse
Dimont	Dimont
2707 Ueferji	2707 Ueferji
Uzel	Uzel
3248 Farinella	3248 Farinella
9054 Hippocastanum	9054 Hippocastanum
Laicismus	Laikismo
Playmate	Playmate
Nicolaus Sklifosovskij	Nikolaj Sklifosovskij
3250 Martebo	3250 Martebo
Carceres secreti CIA	CIA-malliberejoj
Casparus Barlaeus	Casparus Barlaeus
5005 Kegler	5005 Kegler
3156 Ellington	3156 Ellington
8744 Cilla	8744 Cilla
8438 Marila	8438 Marila
8805 Petrpetrov	8805 Petrpetrov
7172 Multatuli	7172 Multatuli
2499 Brunk	2499 Brunk
9374 Sundre	9374 Sundre
Papowo Biskupie	Papowo Biskupie
Horologium Astronomicum Pragense	Astronomia horloĝo de Prago
Universitas Extremadurensis	Universitato de Ekstremaduro
5580 Sharidake	5580 Ŝaridako
Ceolwulfus Northumbriensis	Ceolwulf (Northumbria)
5781 Barkhatova	5781 Barkhatova
8856 Celastrus	8856 Celastrus
3472 Upgren	3472 Upgren
8724 Junkoehara	8724 Junkoehara
3043 San Diego	3043 San Diego
2323 Zverev	2323 Zverev
Congregatio de Institutione Catholica (de Seminariis atque Studiorum Institutis)	Kongregacio por la katolika edukado
3328 Interposita	3328 Interposita
3357 Tolstikov	3357 Tolstikov
5345 Boynton	5345 Boynton
3445 Pinson	3445 Pinson
5015 Litke	5015 Litke
9532 Abramenko	9532 Abramenko
Otto Wichterle	Otto Wichterle
Magny-la-Ville	Magny-la-Ville
Le Latet	Le Latet
4979 Otawara	4979 Otawara
8927 Ryojiro	8927 Ryojiro
Rectio Francisci Fillon II	Ministraro dua de François Fillon
3109 Machin	3109 Machin
3196 Maklaj	3196 Maklaj
5451 Plato	5451 Platono
Gravissimum Educationis	Gravissimum Educationis
3301 Jansje	3301 Jansje
Nové Zámky (circulus)	Distrikto Nové Zámky
3121 Tamines	3121 Tamines
Ritus Romanus	Roma rito
4578 Kurashiki	4578 Kuraŝiko
Hortus Plantarum (Lutetia)	Ĝardeno de la Plantoj (Parizo)
8539 Laban	8539 Laban
3334 Somov	3334 Somov
5294 Onnetoh	5294 Onneto
3116 Goodricke	3116 Goodricke
9500 Camelot	9500 Camelot
Sea Shepherd Conservation Society	Sea Shepherd
Palioxis	Paljoksiso
647 Adelgunde	647 Aldegundo
Cuc	Konvertebla kuba peso
958 Asplinda	958 Asplindo
2478 Tokai	2478 Tokai
5538 Luichewoo	5538 Luichewoo
3172 Hirst	3172 Hirst
Provinciae Maritimae	Marprovincoj
Mons Vernonius	Monto Vernon
Index Asteroidum 1-1000	Listo de asteroidoj (1–1000)
5173 Stjerneborg	5173 Stjerneborgo
Hypocaustum	Hipokaŭsto
Congregatio pro Episcopis	Kongregacio por la Episkopoj
Châtenois (Iura)	Châtenois (Jura)
5010 Amenemhêt	5010 Amenemheto
Loulle	Loulle
7689 Reinerstoss	7689 Reinerstoss
Modus (musica)	Modalo (muziko)
Creon	Kreono (Tebo)
Mons Serratus	Montserrat (monto)
5008 Miyazawakenji	5008 Miyazawakenji
4585 Ainonai	4585 Ainonajo
5618 Saitama	5618 Saitamo
Ecclesia paroecialis Sancti Iacobi Apostoli (Tequixquiac)	Paroko de Santiago Tequixquiac
Numerus pyramidalis	Piramida nombro
5206 Kodomonomori	5206 Kodomonomoro
2835 Ryoma	2835 Ryoma
Châtillon-Coligny	Châtillon-Coligny
7104 Manyousyu	7104 Manyousyu
2112 Ulyanov	2112 Ulyanov
Noyers (Icauna)	Noyers (Yonne)
Bruslata	Burlada
8761 Crane	8761 Crane
8065 Nakhodkin	8065 Nakhodkin
5945 Roachapproach	5945 Roĉaproĉo
Proto-World	Monda pralingvo
Societas vitae apostolicae	Societo de apostola vivo
2466 Golson	2466 Golson
5959 Shaklan	5959 Shaklan
7496 Miroslavholub	7496 Miroslavholub
8970 Islandica	8970 Islandica
4603 Bertaud	4603 Bertaud
Besain	Besain
Bonnefontaine	Bonnefontaine (Jura)
4764 Joneberhart	4764 Joneberhart
Châtelneuf (Iura)	Châtelneuf (Jura)
Myjava (circulus)	Distrikto Myjava
5156 Golant	5156 Golant
Chamole	Chamole
3525 Paul	3525 Paul
Hippolytus Nievo	Ippolito Nievo
La Groise	La Groise
Hautecour (Iura)	Hautecour (Jura)
4615 Zinner	4615 Zinner
9839 Crabbegat	9839 Crabbegat
Codex Leningradensis	Kodekso de Leningrado
9872 Solf	9872 Solf
La Châtelaine	La Châtelaine
Barretaine	Barretaine
A Place in the Sun	A Place in the Sun
Saso	Insulo Sazano
2673 Lossignol	2673 Lossignol
Ordo Sanctae Clarae	Klaraninaj monaĥinoj
7182 Robinvaughan	7182 Robinvaughan
Terraemotus Beroensis anni 1138	Tertremo de Alepo (1138)
Saint-Clément-des-Baleines	Saint-Clément-des-Baleines
Le Bois-Plage-en-Ré	Le Bois-Plage-en-Ré
8381 Hauptmann	8381 Hauptmann
Baume-les-Dames	Baume-les-Dames
Monachus	Monaĥo
Regnum Hwicciorum	Hwicce
Yankee Doodle	Yankee Doodle
Donatium	Kneževi Vinogradi
8852 Buxus	8852 Buxus
9017 Babadzhanyan	9017 Babadzhanyan
Maximilianus	Maksimiliano
4845 Tsubetsu	4845 Cubeco
Châtel-Censoir	Châtel-Censoir
Nicolaus Marcello	Nicolò Marcello
9158 Platè	9158 Platè
8442 Ostralegus	8442 Ostralegus
9674 Slovenija	9674 Slovenio
1999 Hirayama	1999 Hirayama
8580 Pinsky	8580 Pinsky
Gulielmus Bullitt	William Bullitt
2233 Kuznetsov	2233 Kuznetsov
Mauritania Caesariensis	Mauretania Caesariensis
9256 Tsukamoto	9256 Tsukamoto
Amanitaceae	Amanitacoj
9421 Violilla	9421 Violilla
Mendum typographicum	Tajperaro
7285 Seggewiss	7285 Seggewiss
2134 Dennispalm	2134 Dennispalm
3363 Bowen	3363 Bowen
7195 Danboice	7195 Danboice
7087 Lewotsky	7087 Lewotsky
Caput Frigidum	Cabo Frio
Cuvatum	Cuvat
Kėdainiai	Kėdainiai
8557 Šaroun	8557 Šaroun
5855 Yukitsuna	5855 Yukitsuna
9478 Caldeyro	9478 Caldeyro
4944 Kozlovskij	4944 Kozlovskij
3503 Brandt	3503 Brandt
8121 Altdorfer	8121 Altdorfer
Chapois (Iura)	Chapois
3053 Dresden	3053 Dresdeno
Vas deferens	Spermodukto
3717 Thorenia	3717 Torenio
Ferrivia Subterranea Mediolanensis	Metroo de Milano
2623 Zech	2623 Zech
8697 Olofsson	8697 Olofsson
1155 Aënna	1155 Aeno
Systema aequationum	Sistemo de ekvacioj
8985 Tula	8985 Tula
Fauces Villae Albae	Collado Villalba
2549 Baker	2549 Baker
Saint-Victor-en-Marche	Saint-Victor-en-Marche
Cleopatra	Kleopatra (regantoj)
Index communium praefecturae Araris et Ligeris	Komunumoj de Saône-et-Loire
5349 Paulharris	5349 Paulharris
Congregatio pro Clericis	Kongregacio por la klerikaro
3422 Reid	3422 Reid
Excenevex	Excenevex
5761 Andreivanov	5761 Andreivanov
5219 Zemka	5219 Zemka
Avesnes-les-Aubert	Avesnes-les-Aubert
7978 Niknesterov	7978 Niknesterov
3320 Namba	3320 Namba
Englefontaine	Englefontaine
Rivedoux-Plage	Rivedoux-Plage
5681 Bakulev	5681 Bakulev
9567 Surgut	9567 Surgut
5967 Edithlevy	5967 Edithlevy
Ioannes Dutourd	Jean Dutourd
7439 Tetsufuse	7439 Tetsufuse
5273 Peilisheng	5273 Peilisheng
Archelange	Archelange
Iosephus Daniele	Pino Daniele
Casei Britannici	Britaj fromaĝoj
8609 Shuvalov	8609 Shuvalov
Papyrus Derbeniensis	Papiruso de Derveni
3854 George	3854 Georgo
Guess Who's Coming to Dinner	Guess Who's Coming to Dinner
8588 Avosetta	8588 Avosetta
7860 Zahnle	7860 Zahnle
Tithonus	Titono
Arnaldus Montebourg	Arnaud Montebourg
Carpanzanum	Carpanzano
Notre-Dame-d'Oé	Notre-Dame-d'Oé
Ludovicus XIII	Ludoviko la 13-a (Francio)
Thaddaeus Rydzyk	Tadeusz Rydzyk
Posonium I	Distrikto Bratislavo 1
Messapii	Mesapianoj
2447 Kronstadt	2447 Kronstadt
Petrus Paulus Vergerio (Iustinopolitanus)	Pier Paolo Vergerio, la Maljuna
Tara	Tara
Universitas Teheranensis	Tehrana universitato
4914 Pardina	4914 Pardina
8500 Hori	8500 Hori
Élincourt	Élincourt
Ecclesia Cathedralis Helsingiensis	Katedralo de Helsinko
Montclar-sur-Gervanne	Montclar-sur-Gervanne
Cunabula Henrici V regis	Lulilo de Henriko la 5-a
Maxilly-sur-Léman	Maxilly-sur-Léman
Provinciae Foederatae Fluvii Argentei	Unuiĝintaj Provincoj de Rivero Plata
Basilica Sancti Laurentii extra muros	Baziliko Sankta Laŭrenco antaŭ la Muroj
Cussy-les-Forges	Cussy-les-Forges
5220 Vika	5220 Vikao
Universitas Miamiensis	Universitato de Miami
5297 Schinkel	5297 Schinkel
9128 Takatumuzi	9128 Takatumuzi
5453 Zakharchenya	5453 Zakharchenya
2007 McCuskey	2007 McCuskey
3143 Genecampbell	3143 Genecampbell
2188 Orlenok	2188 Orlenok
Mons glacialis B-15	Glacimonto B-15
6020 Miyamoto	6020 Miyamoto
Eduardus Mieželaitis	Eduardas Mieželaitis
Curtius Schuschnigg	Kurt Schuschnigg
3170 Dzhanibekov	3170 Dzhanibekov
2498 Tsesevich	2498 Tsesevich
2847 Parvati	2847 Parvatio
Glénic	Glénic
5786 Talos	5786 Taloso
3234 Hergiani	3234 Hergiani
8133 Takanochoei	8133 Takanochoei
Claudius Baggini	Claudio Baggini
3365 Recogne	3365 Recogne
2882 Tedesco	2882 Tedesco
Matthaeus Flecha	Mateo Flecha la malnova
7313 Pisano	7313 Pisano
8982 Oreshek	8982 Oreshek
9844 Otani	9844 Otani
Yeghishe Charents	Jeghiŝe Ĉarenc
Tsuga	Cugo
Papocinetum	Papamobilo
Villers-Plouich	Villers-Plouich
Colinaeum	Collinée
7493 Hirzo	7493 Hirzo
8598 Tetrix	8598 Tetrix
Socialismus Christianus	Kristana socialismo
Blank verse	Blanka verso
4672 Takuboku	4672 Takuboko
7794 Sanvito	7794 Sanvito
5442 Drossart	5442 Drossart
2031 BAM	2031 BAM
7639 Offutt	7639 Offutt
TV	Tv
Avessac	Avessac
5508 Gomyou	5508 Gomjo
Oracula Sibyllina	Orakoloj sibilaj
2574 Ladoga	2574 Ladoga
5636 Jacobson	5636 Jacobson
8298 Loubna	8298 Loubna
2163 Korczak	2163 Korczak
Senatus consultum de Bacchanalibus	Senatus consultum de Bacchanalibus
UNICEF	UNICEF
Linea nivalis	Neĝolinio
Legatus Pontificius	Papa legato
Chemenot	Chemenot
Pinacotheca	Pinakoteko
Moustier-en-Fagne	Moustier-en-Fagne
3647 Dermott	3647 Dermott
3111 Misuzu	3111 Misuzu
Virus	Viruso
Sciez	Sciez
7170 Livesey	7170 Livesey
Stratford (Canada)	Stratford (Ontario)
2420 Čiurlionis	2420 Čiurlionis
Ma'lula	Maalula
Bartholomaeus Ramenghi	Bartolommeo Ramenghi
Poix-du-Nord	Poix-du-Nord
9700 Paech	9700 Paech
5812 Jayewinkler	5812 Jayewinkler
Rhizophoraceae	Rizoforacoj
7923 Chyba	7923 Chyba
9739 Powell	9739 Powell
Fulnek	Fulnek
8531 Mineosaito	8531 Mineosaito
Dezize-lès-Maranges	Dezize-lès-Maranges
3648 Raffinetti	3648 Raffinetti
8850 Bignonia	8850 Bignonia
7904 Morrow	7904 Morrow
7900 Portule	7900 Portule
7148 Reinholdbien	7148 Reinholdbien
5341 Purgathofer	5341 Purgathofer
9638 Fuchs	9638 Fuchs
8732 Champion	8732 Champion
5801 Vasarely	5801 Vasarely
J'accuse...!	J'accuse
Europa (discretiva)	Eŭropo (apartigilo)
Villard (Crosa)	Villard (Creuse)
Saint-Léger-Vauban	Saint-Léger-Vauban
Pons (Carantonus Maritimus)	Pons
Daphnis	Dafno (mitologio)
Beaurain	Beaurain
NGC 2440	NGC 2440
3827 Zdeněkhorský	3827 Zdeněkhorský
Plélan-le-Petit	Plélan-le-Petit
5955 Khromchenko	5955 Khromchenko
2294 Andronikov	2294 Andronikov
Morte a Venezia	La morto en Venecio (filmo)
Ceadda (episcopus Letocetensis)	Sankta Ĉad
9239 van Riebeeck	9239 van Riebeeck
9246 Niemeyer	9246 Niemeyer
7194 Susanrose	7194 Susanrose
Tengu	Tengu
3923 Radzievskij	3923 Radzievskij
5824 Inagaki	5824 Inagaki
9300 Johannes	9300 Johannes
3520 Klopsteg	3520 Klopsteg
7269 Alprokhorov	7269 Alprokhorov
3401 Vanphilos	3401 Vanphilos
Humanitas	Homa naturo
3870 Mayré	3870 Majreo
Index Asteroidum 19001-20000	Listo de asteroidoj (19001–20000)
9770 Discovery	9770 Discovery
Ioannes Iacobus Trivulzio	Gian Giacomo Trivulzio
2917 Sawyer Hogg	2917 Sawyer Hogg
Heder	Ĥedero
Cerebrum palmae	Palmomedolo
Deversorium Negresco	Hotelo Negresco
5263 Arrius	5263 Ario
The Winter's Tale	La Vintra Fabelo
5207 Hearnshaw	5207 Hearnshaw
Rohesia de Clare	Rohese de Clare
4897 Tomhamilton	4897 Tomhamilton
5092 Manara	5092 Manara
Te Deum laudamus	Te Deum
Larche (Curretia)	Larche (Corrèze)
5091 Isakovskij	5091 Isakovskij
2011 Veteraniya	2011 Veteraniya
7342 Uchinoura	7342 Uchinoura
5478 Wartburg	5478 Vartburgo
8223 Bradshaw	8223 Bradshaw
Index communium praefecturae Pyrenaei Orientalis	Komunumoj de Pyrénées-Orientales
7803 Adachi	7803 Adachi
7324 Carret	7324 Carret
5815 Shinsengumi	5815 Ŝinsengumo
8978 Barbatus	8978 Barbatus
Tarxien	Tarxien
4760 Jia-xiang	4760 Jia-xiang
Nicolaus de Clamengiis	Nikolao de Klemanĵo
7710 Ishibashi	7710 Ishibashi
8132 Vitginzburg	8132 Vitginzburg
7694 Krasetín	7694 Krasetín
Objat	Objat
7308 Hattori	7308 Hattori
5081 Sanguin	5081 Sanguin
Castrum Celticum	Remparburgo
Beynac	Beynac
Iole	Iolo
Archosargus probatocephalus	Ŝafkapa sargo
Loix	Loix
7899 Joya	7899 Joya
Nieulle-sur-Seudre	Nieulle-sur-Seudre
2625 Jack London	2625 Jack London
7316 Hajdu	7316 Hajdu
A (tonus)	A (muzika tono)
Pillemoine	Pillemoine
5046 Carletonmoore	5046 Carletonmoore
7682 Miura	7682 Miura
Titinus	Tinĉjo
Churchill (Manitoba)	Churchill (Manitobo)
5179 Takeshima	5179 Takeshima
Assus	Assos
7162 Sidwell	7162 Sidwell
Kemijärvi	Kemijärvi
3496 Arieso	3496 Arieso
3774 Megumi	3774 Megumo
4930 Rephiltim	4930 Refiltimo
7886 Redman	7886 Redman
9565 Tikhonov	9565 Tikhonov
3393 Štúr	3393 Štúr
5910 Zátopek	5910 Zátopek
8435 Anser	8435 Anser
Fouras	Fouras
9915 Potanin	9915 Potanin
Flushing Meadows	Flushing Meadows–Corona Park
8210 NANTEN	8210 NANTEN
5709 Tamyeunleung	5709 Tamjeŭnleŭngo
8120 Kobe	8120 Kobe
Chanceaux-sur-Choisille	Chanceaux-sur-Choisille
9494 Donici	9494 Donici
3657 Ermolova	3657 Ermolova
Iosephus Mercieca	Joseph Mercieca
5485 Kaula	5485 Kaula
2773 Brooks	2773 Brooks
Aedes Christi (Oxonia)	Christ Church (Oksfordo)
Georgius Siegmann	George Siegmann
2090 Mizuho	2090 Mizuho
5657 Groombridge	5657 Groombridge
Cloaca Maxima	Cloaca Maxima
L'Osservatore Romano	L'Osservatore Romano
8220 Nanyou	8220 Nanyou
Universitas Indiarum Occidentalium	Universitato de Karibio
2075 Martinez	2075 Martinez
3186 Manuilova	3186 Manuilova
7429 Hoshikawa	7429 Hoshikawa
Iohannes Manardus	Johano Manardo
3773 Smithsonian	3773 Smajconjano
2929 Harris	2929 Harris
3558 Shishkin	3558 Shishkin
9629 Servet	9629 Servet
1982 Cline	1982 Cline
7126 Cureau	7126 Cureau
Cuculus	Kukoloj
4478 Blanco	4478 Blanco
3686 Antoku	3686 Antoku
2603 Taylor	2603 Taylor
3989 Odin	3989 Odino
4639 Minox	4639 Minokso
4553 Doncampbell	4553 Doncampbell
Brahman (philosophia)	Brahmano
Saint-Cyprien (Curretia)	Saint-Cyprien (Corrèze)
9963 Sandage	9963 Sandage
Les Billanges	Les Billanges
8327 Weihenmayer	8327 Weihenmayer
5290 Langevin	5290 Langevin
7253 Nara	7253 Nara
Evangelium Aegyptiorum	Greka evangelio de Egiptoj
5671 Chanal	5671 Chanal
Ludus zerum	Nula ludo
8862 Takayukiota	8862 Takayukiota
Vers-en-Montagne	Vers-en-Montagne
8045 Kamiyama	8045 Kamiyama
Robertus Scott (philologus)	Robert Scott (filologo)
An American in Paris	An American in Paris
5700 Homerus	5700 Homero
8221 La Condamine	8221 La Condamine
7684 Marioferrero	7684 Marioferrero
3450 Dommanget	3450 Dommanget
2419 Moldavia	2419 Moldavio
Index communium praefecturae Podii Dumiatis	Komunumoj de Puy-de-Dôme
2446 Lunacharsky	2446 Lunacharsky
Sabinov (circulus)	Distrikto Sabinov
Stakus	Klifinsuletoj
7830 Akihikotago	7830 Akihikotago
9886 Aoyagi	9886 Aoyagi
Lutum rubrum	Ruĝa ŝlimo
Masnières	Masnières
8960 Luscinioides	8960 Luscinioides
Idmon	Idmono
Homophylophilia et cultus	Samseksemo kaj religioj
Rouvray (Clivus Aureus)	Rouvray
3135 Lauer	3135 Lauer
Ars praenoscendi futura	Prognozo
3904 Honda	3904 Honda
8533 Oohira	8533 Oohira
8274 Soejima	8274 Soejima
Balaclava	Balaklavo
2787 Tovarishch	2787 Tovarishch
NGC 1808	NGC 1808
7270 Punkin	7270 Punkin
2657 Bashkiria	2657 Baŝkirio
9325 Stonehenge	9325 Stonehenge
Tintagel	Tintagel
1993 Guacolda	1993 Guacolda
Malincourt	Malincourt
5439 Couturier	5439 Couturier
Villereau (Septentrio)	Villereau (Nord)
3681 Boyan	3681 Boyan
Christianus Estrosi	Christian Estrosi
8311 Zhangdaning	8311 Zhangdaning
Societas Zoologica Franciae	Zoologia Societo de Francio
Perceneige	Perceneige
8686 Akenside	8686 Akenside
Carpathos (demus)	Pigadia
Tiara	Tiaro
3860 Plovdiv	3860 Plovdivo
Vallery	Vallery
7222 Alekperov	7222 Alekperov
5146 Moiwa	5146 Moivo
Modus Locrianus	Lokria modalo
Venae iugulares	Jugola vejno
9721 Doty	9721 Doty
3658 Feldman	3658 Feldman
7027 Toshihanda	7027 Toshihanda
7698 Schweitzer	7698 Schweitzer
Linguae Tai	Taja lingvaro
2415 Ganesa	2415 Ganeso
7897 Bohuška	7897 Bohuška
7113 Ostapbender	7113 Ostapbender
Parcey	Parcey
8713 Azusa	8713 Azusa
7833 Nilstamm	7833 Nilstamm
Crazannes	Crazannes
Dierna	Orșova
Dracy-lès-Couches	Dracy-lès-Couches
Zombilation - The Greatest Cuts	Zombilation - The Greatest Cuts
Lumen gentium	Lumen Gentium
Posonium IV	Distrikto Bratislavo 4
Posonium III	Distrikto Bratislavo 3
Posonium V	Distrikto Bratislavo 5
Saint-Romain-de-Benet	Saint-Romain-de-Benet
Democratae Christiani et Flamingi	Christen-Democratisch en Vlaams
Iulius Kim	Julij Kim
Encyclopaedia Hebraica	Hebrea enciklopedio
Brunci insula	Insulo Brownsea
2130 Evdokiya	2130 Evdokiya
Vergilii sepulchrum (Wright)	La tombo de Vergilio
Conventum gentium de opio	Internacia opikonvencio
Wahagnies	Wahagnies
3816 Chugainov	3816 Chugainov
Abbatia Belli Loci Regis	Abatejo Beaulieu
Abbatia de Chertsey	Abatejo Chertsey
Pacy-sur-Armançon	Pacy-sur-Armançon
Matha (Carantonus Maritimus)	Matha
Yrouerre	Yrouerre
Rocky Horror Picture Show	Rocky Horror Picture Show
Index communium Nederlandiae	Komunumoj en Nederlando
Inceromania	Inkermano
Vivarium Belli Fontis	Viena Bestoĝardeno
Pinna	Naĝilo (artefarita)
Porsnitus	Pornic
Vombatus ursinus	Kutima vombato
Sanctus Brevenus	Saint-Brevin-les-Pins
7028 Tachikawa	7028 Tachikawa
7039 Yamagata	7039 Yamagata
7040 Harwood	7040 Harwood
7041 Nantucket	7041 Nantucket
7042 Carver	7042 Carver
Mortagne-sur-Gironde	Mortagne-sur-Gironde
7046 Reshetnev	7046 Reshetnev
7049 Meibom	7049 Meibom
1159 Granada	1159 Granado
Nazelles-Négron	Nazelles-Négron
Pont-sur-Yonne	Pont-sur-Yonne
Villeneuve-l'Archevêque	Villeneuve-l'Archevêque
Les Ponts-de-Cé	Les Ponts-de-Cé
Ursa cumminea	Gumursoj
Montendre	Montendre
La sonnambula	La sonnambula
7064 Montesquieu	7064 Montesquieu
7067 Kiyose	7067 Kiyose
7068 Minowa	7068 Minowa
7072 Beijingdaxue	7072 Beijingdaxue
7073 Rudbelia	7073 Rudbelia
7074 Muckea	7074 Muckea
7078 Unojönsson	7078 Unojönsson
7081 Ludibunda	7081 Ludibunda
7086 Bopp	7086 Bopp
7095 Lamettrie	7095 Lamettrie
7097 Yatsuka	7097 Yatsuka
7098 Réaumur	7098 Réaumur
7100 Martin Luther	7100 Martin Luther
Provincia Oro	Provinco Oro
1955 McMath	1955 McMath
